billing_cycle_id,customer_segment,county,exception_type,severity,resolution_status,exception_count,affected_accounts,open_exceptions,in_review_exceptions,resolved_exceptions,high_severity_exceptions,medium_severity_exceptions
2024-04,Commercial,SAN MATEO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,SAN MATEO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Commercial,SANTA BARBARA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,SANTA BARBARA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Commercial,SANTA BARBARA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Commercial,SANTA CLARA,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-04,Commercial,SANTA CLARA,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-04,Commercial,SANTA CLARA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,SANTA CLARA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Commercial,SOLANO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Commercial,TUOLUMNE,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,YUBA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Industrial,ALAMEDA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Industrial,CALAVERAS,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Industrial,FRESNO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Industrial,FRESNO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Industrial,HUMBOLDT,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Industrial,KERN,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Industrial,KERN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Industrial,KERN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Industrial,SAN FRANCISCO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Industrial,SAN JOAQUIN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Industrial,SANTA CLARA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Industrial,SHASTA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Industrial,SOLANO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Mining,FRESNO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Mining,SANTA CLARA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Mining,YOLO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,ALAMEDA,Inactive Account,High,In Review,5,5,0,5,0,5,0
2024-04,Residential,ALAMEDA,Inactive Account,High,Open,9,9,9,0,0,9,0
2024-04,Residential,ALAMEDA,Inactive Account,High,Resolved,14,14,0,0,14,14,0
2024-04,Residential,ALAMEDA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,ALAMEDA,Missing Meter Read,Medium,In Review,3,3,0,3,0,0,3
2024-04,Residential,ALAMEDA,Missing Meter Read,Medium,Open,4,4,4,0,0,0,4
2024-04,Residential,ALAMEDA,Missing Meter Read,Medium,Resolved,4,4,0,0,4,0,4
2024-04,Residential,AMADOR,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,BUTTE,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-04,Residential,BUTTE,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,CALAVERAS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,CALAVERAS,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Residential,COLUSA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,CONTRA COSTA,Inactive Account,High,In Review,3,3,0,3,0,3,0
2024-04,Residential,CONTRA COSTA,Inactive Account,High,Open,9,9,9,0,0,9,0
2024-04,Residential,CONTRA COSTA,Inactive Account,High,Resolved,16,16,0,0,16,16,0
2024-04,Residential,CONTRA COSTA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Residential,CONTRA COSTA,Invalid Meter Read,High,Resolved,3,3,0,0,3,3,0
2024-04,Residential,CONTRA COSTA,Missing Meter Read,Medium,Open,2,2,2,0,0,0,2
2024-04,Residential,CONTRA COSTA,Missing Meter Read,Medium,Resolved,4,4,0,0,4,0,4
2024-04,Residential,EL DORADO,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-04,Residential,EL DORADO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,EL DORADO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,EL DORADO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Residential,EL DORADO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Residential,FRESNO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,FRESNO,Inactive Account,High,Open,5,5,5,0,0,5,0
2024-04,Residential,FRESNO,Inactive Account,High,Resolved,6,6,0,0,6,6,0
2024-04,Residential,FRESNO,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,FRESNO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Residential,FRESNO,Missing Meter Read,Medium,Resolved,9,9,0,0,9,0,9
2024-04,Residential,GLENN,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,KERN,Inactive Account,High,In Review,6,6,0,6,0,6,0
2024-04,Residential,KERN,Inactive Account,High,Open,15,15,15,0,0,15,0
2024-04,Residential,KERN,Inactive Account,High,Resolved,14,14,0,0,14,14,0
2024-04,Residential,KERN,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-04,Residential,KERN,Missing Meter Read,Medium,Open,5,5,5,0,0,0,5
2024-04,Residential,KERN,Missing Meter Read,Medium,Resolved,6,6,0,0,6,0,6
2024-04,Residential,KINGS,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-04,Residential,KINGS,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-04,Residential,KINGS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,KINGS,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,KINGS,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Residential,LAKE,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,LAKE,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,MADERA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,MADERA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-04,Residential,MADERA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,MADERA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Residential,MARIN,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-04,Residential,MARIN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,MENDOCINO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Residential,MENDOCINO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-04,Residential,MERCED,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-04,Residential,MERCED,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-04,Residential,MERCED,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-04,Residential,MONTEREY,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,MONTEREY,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-04,Residential,MONTEREY,Inactive Account,High,Resolved,5,5,0,0,5,5,0
2024-04,Residential,MONTEREY,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-04,Residential,MONTEREY,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Residential,NAPA,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-04,Residential,NAPA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,NAPA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Residential,NEVADA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Residential,NEVADA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,NEVADA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Residential,PLACER,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-04,Residential,PLACER,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-04,Residential,PLACER,Inactive Account,High,Resolved,10,10,0,0,10,10,0
2024-04,Residential,PLACER,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-04,Residential,SAN FRANCISCO,Inactive Account,High,In Review,3,3,0,3,0,3,0
2024-04,Residential,SAN FRANCISCO,Inactive Account,High,Open,5,5,5,0,0,5,0
2024-04,Residential,SAN FRANCISCO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,SAN FRANCISCO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Residential,SAN FRANCISCO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,SAN FRANCISCO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Residential,SAN FRANCISCO,Missing Meter Read,Medium,Resolved,3,3,0,0,3,0,3
2024-04,Residential,SAN JOAQUIN,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-04,Residential,SAN JOAQUIN,Inactive Account,High,Open,4,4,4,0,0,4,0
2024-04,Residential,SAN JOAQUIN,Inactive Account,High,Resolved,7,7,0,0,7,7,0
2024-04,Residential,SAN JOAQUIN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Residential,SAN LUIS OBISPO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Residential,SAN LUIS OBISPO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-04,Residential,SAN MATEO,Inactive Account,High,Open,4,4,4,0,0,4,0
2024-04,Residential,SAN MATEO,Inactive Account,High,Resolved,9,9,0,0,9,9,0
2024-04,Residential,SAN MATEO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Residential,SAN MATEO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Residential,SAN MATEO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Residential,SAN MATEO,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-04,Residential,SANTA BARBARA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,SANTA BARBARA,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-04,Residential,SANTA BARBARA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,SANTA BARBARA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Residential,SANTA CLARA,Inactive Account,High,In Review,3,3,0,3,0,3,0
2024-04,Residential,SANTA CLARA,Inactive Account,High,Open,12,12,12,0,0,12,0
2024-04,Residential,SANTA CLARA,Inactive Account,High,Resolved,21,21,0,0,21,21,0
2024-04,Residential,SANTA CLARA,Invalid Meter Read,High,In Review,3,3,0,3,0,3,0
2024-04,Residential,SANTA CLARA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Residential,SANTA CLARA,Invalid Meter Read,High,Resolved,3,3,0,0,3,3,0
2024-04,Residential,SANTA CLARA,Missing Meter Read,Medium,In Review,2,2,0,2,0,0,2
2024-04,Residential,SANTA CLARA,Missing Meter Read,Medium,Resolved,10,10,0,0,10,0,10
2024-04,Residential,SANTA CRUZ,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,SANTA CRUZ,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,SHASTA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,SOLANO,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-04,Residential,SOLANO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,SONOMA,Inactive Account,High,Resolved,6,6,0,0,6,6,0
2024-04,Residential,SONOMA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Residential,SUTTER,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Residential,SUTTER,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Residential,SUTTER,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Residential,TUOLUMNE,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Residential,YOLO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Residential,YOLO,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-04,Residential,YOLO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Residential,YOLO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Residential,YUBA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Streetlighting,FRESNO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Streetlighting,SAN JOAQUIN,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,"Transportation, Communications, & Utilities",CONTRA COSTA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,"Transportation, Communications, & Utilities",SAN MATEO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-05,Agriculture And Water Pumping,ALAMEDA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Agriculture And Water Pumping,ALAMEDA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Agriculture And Water Pumping,CONTRA COSTA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Agriculture And Water Pumping,CONTRA COSTA,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-05,Agriculture And Water Pumping,FRESNO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Agriculture And Water Pumping,KERN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Agriculture And Water Pumping,KERN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Agriculture And Water Pumping,KERN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Agriculture And Water Pumping,KINGS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Commercial,ALAMEDA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Commercial,ALAMEDA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-05,Commercial,ALAMEDA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Commercial,ALAMEDA,Missing Meter Read,Medium,Open,2,2,2,0,0,0,2
2024-05,Commercial,BUTTE,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Commercial,CONTRA COSTA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Commercial,CONTRA COSTA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Commercial,CONTRA COSTA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-05,Commercial,EL DORADO,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-05,Commercial,FRESNO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Commercial,GLENN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Commercial,HUMBOLDT,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Commercial,KERN,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Commercial,KERN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Commercial,KERN,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-05,Commercial,KERN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Commercial,MADERA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Commercial,MERCED,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Commercial,MONTEREY,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-05,Commercial,NEVADA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Commercial,PLACER,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Commercial,PLACER,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Commercial,SAN FRANCISCO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Commercial,SAN JOAQUIN,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-05,Commercial,SAN LUIS OBISPO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Commercial,SAN MATEO,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-05,Commercial,SANTA BARBARA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Commercial,SANTA CLARA,Inactive Account,High,In Review,4,4,0,4,0,4,0
2024-05,Commercial,SANTA CLARA,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-05,Commercial,SANTA CLARA,Invalid Meter Read,High,Resolved,4,4,0,0,4,4,0
2024-05,Commercial,SANTA CLARA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-05,Commercial,SOLANO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Commercial,SONOMA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Commercial,SUTTER,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Commercial,TUOLUMNE,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Commercial,YUBA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Industrial,ALAMEDA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Industrial,CALAVERAS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Industrial,FRESNO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Industrial,FRESNO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Industrial,HUMBOLDT,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Industrial,KERN,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Industrial,KERN,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Industrial,SAN FRANCISCO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Industrial,SAN JOAQUIN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Industrial,SAN MATEO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Industrial,SANTA CLARA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Industrial,SOLANO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Mining,FRESNO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Mining,KERN,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Mining,SANTA CLARA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Residential,ALAMEDA,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,ALAMEDA,Inactive Account,High,Open,8,8,8,0,0,8,0
2024-05,Residential,ALAMEDA,Inactive Account,High,Resolved,18,18,0,0,18,18,0
2024-05,Residential,ALAMEDA,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-05,Residential,ALAMEDA,Missing Meter Read,Medium,In Review,2,2,0,2,0,0,2
2024-05,Residential,ALAMEDA,Missing Meter Read,Medium,Open,3,3,3,0,0,0,3
2024-05,Residential,ALAMEDA,Missing Meter Read,Medium,Resolved,5,5,0,0,5,0,5
2024-05,Residential,AMADOR,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,AMADOR,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Residential,BUTTE,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Residential,BUTTE,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Residential,BUTTE,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Residential,CALAVERAS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,COLUSA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,CONTRA COSTA,Inactive Account,High,In Review,3,3,0,3,0,3,0
2024-05,Residential,CONTRA COSTA,Inactive Account,High,Open,7,7,7,0,0,7,0
2024-05,Residential,CONTRA COSTA,Inactive Account,High,Resolved,18,18,0,0,18,18,0
2024-05,Residential,CONTRA COSTA,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-05,Residential,CONTRA COSTA,Invalid Meter Read,High,Open,2,2,2,0,0,2,0
2024-05,Residential,CONTRA COSTA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,CONTRA COSTA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Residential,EL DORADO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Residential,EL DORADO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Residential,EL DORADO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-05,Residential,EL DORADO,Missing Meter Read,Medium,Open,2,2,2,0,0,0,2
2024-05,Residential,EL DORADO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Residential,FRESNO,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,FRESNO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Residential,FRESNO,Inactive Account,High,Resolved,9,9,0,0,9,9,0
2024-05,Residential,FRESNO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-05,Residential,FRESNO,Missing Meter Read,Medium,In Review,2,2,0,2,0,0,2
2024-05,Residential,FRESNO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Residential,FRESNO,Missing Meter Read,Medium,Resolved,4,4,0,0,4,0,4
2024-05,Residential,GLENN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,KERN,Inactive Account,High,In Review,8,8,0,8,0,8,0
2024-05,Residential,KERN,Inactive Account,High,Open,8,8,8,0,0,8,0
2024-05,Residential,KERN,Inactive Account,High,Resolved,19,19,0,0,19,19,0
2024-05,Residential,KERN,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-05,Residential,KERN,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-05,Residential,KERN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,KERN,Missing Meter Read,Medium,In Review,2,2,0,2,0,0,2
2024-05,Residential,KERN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Residential,KERN,Missing Meter Read,Medium,Resolved,4,4,0,0,4,0,4
2024-05,Residential,KINGS,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Residential,KINGS,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-05,Residential,KINGS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,KINGS,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,KINGS,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Residential,KINGS,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Residential,LAKE,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Residential,LAKE,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Residential,MADERA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-05,Residential,MADERA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Residential,MADERA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-05,Residential,MARIN,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-05,Residential,MARIN,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-05,Residential,MARIN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Residential,MENDOCINO,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-05,Residential,MERCED,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Residential,MERCED,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-05,Residential,MERCED,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-05,Residential,MERCED,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-05,Residential,MERCED,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-05,Residential,MONTEREY,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,MONTEREY,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-05,Residential,MONTEREY,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-05,Residential,MONTEREY,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,MONTEREY,Missing Meter Read,Medium,Open,2,2,2,0,0,0,2
2024-05,Residential,MONTEREY,Missing Meter Read,Medium,Resolved,3,3,0,0,3,0,3
2024-05,Residential,NAPA,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-05,Residential,NAPA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-05,Residential,NEVADA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-05,Residential,NEVADA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Residential,PLACER,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,PLACER,Inactive Account,High,Open,9,9,9,0,0,9,0
2024-05,Residential,PLACER,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-05,Residential,PLACER,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-05,Residential,PLACER,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Residential,SAN FRANCISCO,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,SAN FRANCISCO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-05,Residential,SAN FRANCISCO,Inactive Account,High,Resolved,6,6,0,0,6,6,0
2024-05,Residential,SAN FRANCISCO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-05,Residential,SAN FRANCISCO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-05,Residential,SAN FRANCISCO,Missing Meter Read,Medium,Resolved,3,3,0,0,3,0,3
2024-05,Residential,SAN JOAQUIN,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,SAN JOAQUIN,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-05,Residential,SAN JOAQUIN,Inactive Account,High,Resolved,8,8,0,0,8,8,0
2024-05,Residential,SAN JOAQUIN,Invalid Meter Read,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,SAN JOAQUIN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-05,Residential,SAN JOAQUIN,Missing Meter Read,Medium,Resolved,3,3,0,0,3,0,3
2024-05,Residential,SAN LUIS OBISPO,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-05,Residential,SAN LUIS OBISPO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-05,Residential,SAN LUIS OBISPO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-05,Residential,SAN MATEO,Inactive Account,High,In Review,1,1,0,1,0,1,0
