account_id,customer_id,premise_id,customer_segment,county,account_status,rate_plan_id,meter_id,meter_type,meter_status,total_meter_reads,missing_meter_reads,invalid_meter_reads,total_bills,exception_bills,past_due_bills,total_billing_exceptions,open_billing_exceptions,in_review_billing_exceptions,total_service_requests,open_service_requests,in_progress_service_requests,readiness_flag,readiness_status
ACCT002085,CUST002085,PREM002085,Residential,SANTA BARBARA,Active,R-RES-TOU,MTR002085,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002086,CUST002086,PREM002086,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR002086,Smart Meter,Active,12,0,1,12,1,1,1,0,0,0,0,0,0,Invalid Meter Reads
ACCT002087,CUST002087,PREM002087,Residential,FRESNO,Active,R-RES-TOU,MTR002087,Legacy Meter,Active,12,1,0,12,1,0,1,0,0,0,0,0,0,Missing Meter Reads
ACCT002088,CUST002088,PREM002088,Residential,SANTA CRUZ,Active,R-RES-TOU,MTR002088,Smart Meter,Active,12,1,0,12,1,1,1,1,0,0,0,0,0,Missing Meter Reads
ACCT002089,CUST002089,PREM002089,Commercial,ALAMEDA,Active,R-COM-GEN,MTR002089,Smart Meter,Active,12,1,0,12,1,1,1,1,0,1,0,1,0,Missing Meter Reads
ACCT002090,CUST002090,PREM002090,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002090,Smart Meter,Active,12,0,1,12,1,0,1,1,0,1,0,0,0,Invalid Meter Reads
ACCT002091,CUST002091,PREM002091,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002091,Smart Meter,Active,12,2,1,12,3,0,3,0,1,0,0,0,0,Missing Meter Reads
ACCT002092,CUST002092,PREM002092,Agriculture And Water Pumping,YOLO,Active,R-AGR-PUMP,MTR002092,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002093,CUST002093,PREM002093,Residential,FRESNO,Active,R-RES-TOU,MTR002093,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002094,CUST002094,PREM002094,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002094,Smart Meter,Active,12,1,0,12,1,0,1,0,0,1,0,1,0,Missing Meter Reads
ACCT002095,CUST002095,PREM002095,Residential,SAN MATEO,Active,R-RES-TOU,MTR002095,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002096,CUST002096,PREM002096,Residential,SAN LUIS OBISPO,Active,R-RES-TOU,MTR002096,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002097,CUST002097,PREM002097,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR002097,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002098,CUST002098,PREM002098,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR002098,Smart Meter,Active,12,0,1,12,1,0,1,1,0,1,1,0,0,Invalid Meter Reads
ACCT002099,CUST002099,PREM002099,Commercial,ALAMEDA,Active,R-COM-GEN,MTR002099,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002100,CUST002100,PREM002100,Residential,SONOMA,Active,R-RES-TOU,MTR002100,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002101,CUST002101,PREM002101,Commercial,CONTRA COSTA,Active,R-COM-GEN,MTR002101,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002102,CUST002102,PREM002102,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002102,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002103,CUST002103,PREM002103,Residential,LAKE,Inactive,R-RES-TOU,MTR002103,Smart Meter,Inactive,12,0,0,12,12,0,12,5,3,4,1,1,0,Inactive Account
ACCT002104,CUST002104,PREM002104,Residential,EL DORADO,Active,R-RES-TOU,MTR002104,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002105,CUST002105,PREM002105,Residential,ALAMEDA,Active,R-RES-TOU,MTR002105,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002106,CUST002106,PREM002106,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR002106,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002107,CUST002107,PREM002107,Commercial,CONTRA COSTA,Active,R-COM-GEN,MTR002107,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002108,CUST002108,PREM002108,Commercial,ALAMEDA,Active,R-COM-GEN,MTR002108,Legacy Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002109,CUST002109,PREM002109,Residential,MONTEREY,Active,R-RES-TOU,MTR002109,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002110,CUST002110,PREM002110,"Transportation, Communications, & Utilities",KERN,Active,R-TCU-GEN,MTR002110,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002111,CUST002111,PREM002111,Residential,FRESNO,Active,R-RES-TOU,MTR002111,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002112,CUST002112,PREM002112,Residential,YOLO,Active,R-RES-TOU,MTR002112,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002113,CUST002113,PREM002113,Residential,KERN,Active,R-RES-TOU,MTR002113,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002114,CUST002114,PREM002114,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR002114,Legacy Meter,Active,12,0,1,12,1,0,1,1,0,0,0,0,0,Invalid Meter Reads
ACCT002115,CUST002115,PREM002115,Residential,PLACER,Pending Close,R-RES-TOU,MTR002115,Smart Meter,Removed,12,1,0,12,12,0,12,5,2,3,2,0,0,Inactive Account
ACCT002116,CUST002116,PREM002116,Residential,SONOMA,Active,R-RES-TOU,MTR002116,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002117,CUST002117,PREM002117,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR002117,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002118,CUST002118,PREM002118,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR002118,Smart Meter,Active,12,0,0,12,0,1,0,0,0,1,0,1,0,Open Service Requests
ACCT002119,CUST002119,PREM002119,Residential,FRESNO,Active,R-RES-TOU,MTR002119,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002120,CUST002120,PREM002120,Commercial,SAN FRANCISCO,Active,R-COM-GEN,MTR002120,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002121,CUST002121,PREM002121,Commercial,SONOMA,Active,R-COM-GEN,MTR002121,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002122,CUST002122,PREM002122,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002122,Smart Meter,Active,12,0,1,12,1,2,1,0,0,1,0,0,0,Invalid Meter Reads
ACCT002123,CUST002123,PREM002123,Agriculture And Water Pumping,PLACER,Active,R-AGR-PUMP,MTR002123,Smart Meter,Active,12,0,2,12,2,1,2,0,1,1,0,0,0,Invalid Meter Reads
ACCT002124,CUST002124,PREM002124,Residential,MONTEREY,Inactive,R-RES-TOU,MTR002124,Smart Meter,Removed,12,0,0,12,12,0,12,4,3,10,3,1,0,Inactive Account
ACCT002125,CUST002125,PREM002125,"Transportation, Communications, & Utilities",KERN,Active,R-TCU-GEN,MTR002125,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002126,CUST002126,PREM002126,Residential,KERN,Active,R-RES-TOU,MTR002126,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002127,CUST002127,PREM002127,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR002127,Legacy Meter,Active,12,0,0,12,0,0,0,0,0,1,0,0,1,Ready
ACCT002128,CUST002128,PREM002128,Residential,ALAMEDA,Pending Close,R-RES-TOU,MTR002128,Smart Meter,Inactive,12,0,0,12,12,0,12,4,1,8,2,2,0,Inactive Account
ACCT002129,CUST002129,PREM002129,Commercial,ALAMEDA,Active,R-COM-GEN,MTR002129,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002130,CUST002130,PREM002130,Residential,PLUMAS,Active,R-RES-TOU,MTR002130,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002131,CUST002131,PREM002131,Residential,ALAMEDA,Active,R-RES-TOU,MTR002131,Smart Meter,Active,12,1,0,12,1,0,1,0,1,1,0,1,0,Missing Meter Reads
ACCT002132,CUST002132,PREM002132,Residential,KERN,Active,R-RES-TOU,MTR002132,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,0,1,Ready
ACCT002133,CUST002133,PREM002133,Residential,FRESNO,Active,R-RES-TOU,MTR002133,Smart Meter,Active,12,0,0,12,0,1,0,0,0,1,0,0,1,Ready
ACCT002134,CUST002134,PREM002134,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002134,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002135,CUST002135,PREM002135,Residential,KERN,Active,R-RES-TOU,MTR002135,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002136,CUST002136,PREM002136,Commercial,SOLANO,Active,R-COM-GEN,MTR002136,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002137,CUST002137,PREM002137,Residential,MONTEREY,Active,R-RES-TOU,MTR002137,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002138,CUST002138,PREM002138,Residential,SANTA CRUZ,Active,R-RES-TOU,MTR002138,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002139,CUST002139,PREM002139,Residential,FRESNO,Active,R-RES-TOU,MTR002139,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002140,CUST002140,PREM002140,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR002140,Smart Meter,Active,12,1,0,12,1,1,1,0,1,1,0,0,0,Missing Meter Reads
ACCT002141,CUST002141,PREM002141,Commercial,PLUMAS,Active,R-COM-GEN,MTR002141,Smart Meter,Active,12,0,0,12,0,1,0,0,0,1,1,0,0,Open Service Requests
ACCT002142,CUST002142,PREM002142,Residential,SANTA CLARA,Inactive,R-RES-TOU,MTR002142,Smart Meter,Inactive,12,0,0,12,12,0,12,6,1,6,1,1,0,Inactive Account
ACCT002143,CUST002143,PREM002143,Residential,MERCED,Active,R-RES-TOU,MTR002143,Smart Meter,Active,12,0,0,12,0,1,0,0,0,1,0,1,0,Open Service Requests
ACCT002144,CUST002144,PREM002144,Residential,ALAMEDA,Active,R-RES-TOU,MTR002144,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002145,CUST002145,PREM002145,Residential,TUOLUMNE,Active,R-RES-TOU,MTR002145,Legacy Meter,Active,12,2,0,12,2,0,2,0,0,1,0,0,0,Missing Meter Reads
ACCT002146,CUST002146,PREM002146,Commercial,FRESNO,Active,R-COM-GEN,MTR002146,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002147,CUST002147,PREM002147,Residential,MADERA,Active,R-RES-TOU,MTR002147,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002148,CUST002148,PREM002148,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002148,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002149,CUST002149,PREM002149,Residential,KERN,Active,R-RES-TOU,MTR002149,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002150,CUST002150,PREM002150,Commercial,EL DORADO,Active,R-COM-GEN,MTR002150,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,1,0,Open Service Requests
ACCT002151,CUST002151,PREM002151,Residential,MERCED,Active,R-RES-TOU,MTR002151,Smart Meter,Active,12,1,0,12,1,0,1,0,0,0,0,0,0,Missing Meter Reads
ACCT002152,CUST002152,PREM002152,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002152,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002153,CUST002153,PREM002153,Residential,KINGS,Active,R-RES-TOU,MTR002153,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002154,CUST002154,PREM002154,Commercial,SONOMA,Active,R-COM-GEN,MTR002154,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002155,CUST002155,PREM002155,Residential,ALAMEDA,Active,R-RES-TOU,MTR002155,Smart Meter,Active,12,0,0,12,0,2,0,0,0,1,0,1,0,Open Service Requests
ACCT002156,CUST002156,PREM002156,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR002156,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002157,CUST002157,PREM002157,Residential,PLACER,Active,R-RES-TOU,MTR002157,Smart Meter,Active,12,0,1,12,1,0,1,1,0,0,0,0,0,Invalid Meter Reads
ACCT002158,CUST002158,PREM002158,Residential,KERN,Active,R-RES-TOU,MTR002158,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002159,CUST002159,PREM002159,Residential,ALAMEDA,Active,R-RES-TOU,MTR002159,Smart Meter,Active,12,1,0,12,1,2,1,0,0,0,0,0,0,Missing Meter Reads
ACCT002160,CUST002160,PREM002160,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR002160,Smart Meter,Active,12,1,0,12,1,0,1,1,0,1,0,1,0,Missing Meter Reads
ACCT002161,CUST002161,PREM002161,Residential,SOLANO,Active,R-RES-TOU,MTR002161,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002162,CUST002162,PREM002162,Residential,KERN,Active,R-RES-TOU,MTR002162,Legacy Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002163,CUST002163,PREM002163,Residential,COLUSA,Active,R-RES-TOU,MTR002163,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002164,CUST002164,PREM002164,Commercial,FRESNO,Active,R-COM-GEN,MTR002164,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002165,CUST002165,PREM002165,Residential,FRESNO,Active,R-RES-TOU,MTR002165,Smart Meter,Active,12,0,1,12,1,2,1,0,0,0,0,0,0,Invalid Meter Reads
ACCT002166,CUST002166,PREM002166,"Transportation, Communications, & Utilities",CONTRA COSTA,Active,R-TCU-GEN,MTR002166,Smart Meter,Active,12,1,0,12,1,1,1,1,0,1,0,0,0,Missing Meter Reads
ACCT002167,CUST002167,PREM002167,Residential,BUTTE,Active,R-RES-TOU,MTR002167,Smart Meter,Active,12,0,2,12,2,2,2,1,1,1,0,0,0,Invalid Meter Reads
ACCT002168,CUST002168,PREM002168,Residential,KERN,Active,R-RES-TOU,MTR002168,Legacy Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002169,CUST002169,PREM002169,Residential,ALAMEDA,Active,R-RES-TOU,MTR002169,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002170,CUST002170,PREM002170,Residential,ALAMEDA,Active,R-RES-TOU,MTR002170,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002171,CUST002171,PREM002171,Residential,KERN,Active,R-RES-TOU,MTR002171,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002172,CUST002172,PREM002172,Residential,SONOMA,Active,R-RES-TOU,MTR002172,Legacy Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002173,CUST002173,PREM002173,Residential,MARIN,Active,R-RES-TOU,MTR002173,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT002174,CUST002174,PREM002174,Commercial,SOLANO,Pending Close,R-COM-GEN,MTR002174,Smart Meter,Removed,12,0,0,12,12,0,12,5,3,6,3,1,0,Inactive Account
ACCT002175,CUST002175,PREM002175,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002175,Smart Meter,Active,12,0,0,12,0,1,0,0,0,1,0,0,1,Ready
ACCT002176,CUST002176,PREM002176,Commercial,KERN,Active,R-COM-GEN,MTR002176,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002177,CUST002177,PREM002177,Residential,SHASTA,Active,R-RES-TOU,MTR002177,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002178,CUST002178,PREM002178,Residential,MERCED,Active,R-RES-TOU,MTR002178,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002179,CUST002179,PREM002179,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002179,Legacy Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002180,CUST002180,PREM002180,Residential,KERN,Active,R-RES-TOU,MTR002180,Smart Meter,Active,12,0,1,12,1,1,1,0,0,1,1,0,0,Invalid Meter Reads
ACCT002181,CUST002181,PREM002181,Residential,ALAMEDA,Active,R-RES-TOU,MTR002181,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002182,CUST002182,PREM002182,Residential,KERN,Active,R-RES-TOU,MTR002182,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,1,0,Open Service Requests
ACCT002183,CUST002183,PREM002183,Residential,MERCED,Active,R-RES-TOU,MTR002183,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002184,CUST002184,PREM002184,Residential,MERCED,Active,R-RES-TOU,MTR002184,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT002185,CUST002185,PREM002185,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002185,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT002186,CUST002186,PREM002186,Industrial,YOLO,Active,R-IND-GEN,MTR002186,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002187,CUST002187,PREM002187,Commercial,SAN LUIS OBISPO,Active,R-COM-GEN,MTR002187,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002188,CUST002188,PREM002188,Residential,MARIN,Active,R-RES-TOU,MTR002188,Smart Meter,Active,12,1,0,12,1,1,1,1,0,1,0,0,0,Missing Meter Reads
ACCT002189,CUST002189,PREM002189,Residential,KERN,Active,R-RES-TOU,MTR002189,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002190,CUST002190,PREM002190,Residential,SAN LUIS OBISPO,Active,R-RES-TOU,MTR002190,Legacy Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002191,CUST002191,PREM002191,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR002191,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002192,CUST002192,PREM002192,Commercial,KERN,Active,R-COM-GEN,MTR002192,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002193,CUST002193,PREM002193,Residential,KERN,Inactive,R-RES-TOU,MTR002193,Smart Meter,Inactive,12,0,0,12,12,0,12,4,3,5,0,2,0,Inactive Account
ACCT002194,CUST002194,PREM002194,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002194,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002195,CUST002195,PREM002195,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR002195,Smart Meter,Active,12,1,0,12,1,1,1,1,0,0,0,0,0,Missing Meter Reads
ACCT002196,CUST002196,PREM002196,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR002196,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002197,CUST002197,PREM002197,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002197,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002198,CUST002198,PREM002198,Commercial,MERCED,Active,R-COM-GEN,MTR002198,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002199,CUST002199,PREM002199,Residential,TUOLUMNE,Active,R-RES-TOU,MTR002199,Smart Meter,Active,12,1,0,12,1,0,1,0,1,1,0,0,0,Missing Meter Reads
ACCT002200,CUST002200,PREM002200,Residential,NAPA,Active,R-RES-TOU,MTR002200,Legacy Meter,Active,12,1,0,12,1,1,1,0,1,1,0,0,0,Missing Meter Reads
ACCT002201,CUST002201,PREM002201,"Transportation, Communications, & Utilities",SAN MATEO,Active,R-TCU-GEN,MTR002201,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002202,CUST002202,PREM002202,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002202,Smart Meter,Active,12,1,0,12,1,1,1,0,0,0,0,0,0,Missing Meter Reads
ACCT002203,CUST002203,PREM002203,Residential,PLACER,Active,R-RES-TOU,MTR002203,Legacy Meter,Active,12,0,0,12,0,3,0,0,0,1,0,0,1,Ready
ACCT002204,CUST002204,PREM002204,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002204,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,1,0,0,Open Service Requests
ACCT002205,CUST002205,PREM002205,Residential,TUOLUMNE,Active,R-RES-TOU,MTR002205,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002206,CUST002206,PREM002206,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR002206,Smart Meter,Active,12,0,1,12,1,0,1,0,0,0,0,0,0,Invalid Meter Reads
ACCT002207,CUST002207,PREM002207,Residential,ALAMEDA,Active,R-RES-TOU,MTR002207,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002208,CUST002208,PREM002208,Commercial,KERN,Active,R-COM-GEN,MTR002208,Smart Meter,Active,12,1,1,12,2,2,2,2,0,1,0,0,0,Missing Meter Reads
ACCT002209,CUST002209,PREM002209,Residential,KERN,Active,R-RES-TOU,MTR002209,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002210,CUST002210,PREM002210,Commercial,MERCED,Active,R-COM-GEN,MTR002210,Smart Meter,Active,12,1,0,12,1,3,1,0,1,0,0,0,0,Missing Meter Reads
ACCT002211,CUST002211,PREM002211,Residential,KERN,Active,R-RES-TOU,MTR002211,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002212,CUST002212,PREM002212,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR002212,Smart Meter,Active,12,0,0,12,0,4,0,0,0,0,0,0,1,Ready
ACCT002213,CUST002213,PREM002213,Residential,ALAMEDA,Pending Close,R-RES-TOU,MTR002213,Smart Meter,Inactive,12,0,0,12,12,0,12,4,2,8,0,1,0,Inactive Account
ACCT002214,CUST002214,PREM002214,Agriculture And Water Pumping,KERN,Pending Close,R-AGR-PUMP,MTR002214,Smart Meter,Inactive,12,0,0,12,12,0,12,5,1,9,3,1,0,Inactive Account
ACCT002215,CUST002215,PREM002215,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002215,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002216,CUST002216,PREM002216,Residential,EL DORADO,Active,R-RES-TOU,MTR002216,Smart Meter,Active,12,2,0,12,2,1,2,0,1,1,0,0,0,Missing Meter Reads
ACCT002217,CUST002217,PREM002217,Commercial,SAN FRANCISCO,Active,R-COM-GEN,MTR002217,Smart Meter,Active,12,0,0,12,0,4,0,0,0,0,0,0,1,Ready
ACCT002218,CUST002218,PREM002218,Residential,FRESNO,Active,R-RES-TOU,MTR002218,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002219,CUST002219,PREM002219,Commercial,AMADOR,Active,R-COM-GEN,MTR002219,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002220,CUST002220,PREM002220,Residential,YOLO,Active,R-RES-TOU,MTR002220,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002221,CUST002221,PREM002221,Residential,NAPA,Active,R-RES-TOU,MTR002221,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002222,CUST002222,PREM002222,Residential,ALAMEDA,Active,R-RES-TOU,MTR002222,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002223,CUST002223,PREM002223,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002223,Legacy Meter,Active,12,1,0,12,1,1,1,0,0,0,0,0,0,Missing Meter Reads
ACCT002224,CUST002224,PREM002224,Residential,ALAMEDA,Active,R-RES-TOU,MTR002224,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,0,1,Ready
ACCT002225,CUST002225,PREM002225,Residential,SONOMA,Active,R-RES-TOU,MTR002225,Legacy Meter,Active,12,1,0,12,1,0,1,0,0,0,0,0,0,Missing Meter Reads
ACCT002226,CUST002226,PREM002226,Residential,KINGS,Active,R-RES-TOU,MTR002226,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT002227,CUST002227,PREM002227,Residential,BUTTE,Active,R-RES-TOU,MTR002227,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002228,CUST002228,PREM002228,Residential,SANTA CLARA,Active,R-RES-TOU,MTR002228,Smart Meter,Active,12,1,0,12,1,1,1,0,0,0,0,0,0,Missing Meter Reads
ACCT002229,CUST002229,PREM002229,Residential,NAPA,Active,R-RES-TOU,MTR002229,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002230,CUST002230,PREM002230,Residential,KERN,Active,R-RES-TOU,MTR002230,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT002231,CUST002231,PREM002231,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR002231,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002232,CUST002232,PREM002232,Residential,KERN,Inactive,R-RES-TOU,MTR002232,Smart Meter,Removed,12,0,0,12,12,0,12,4,2,6,1,1,0,Inactive Account
ACCT002233,CUST002233,PREM002233,Commercial,CONTRA COSTA,Active,R-COM-GEN,MTR002233,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT002234,CUST002234,PREM002234,Commercial,SAN FRANCISCO,Active,R-COM-GEN,MTR002234,Smart Meter,Active,12,1,0,12,1,0,1,1,0,1,0,0,0,Missing Meter Reads
ACCT002235,CUST002235,PREM002235,Residential,SAN MATEO,Active,R-RES-TOU,MTR002235,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
