exception_id,bill_id,account_id,customer_id,billing_cycle_id,customer_segment,county,exception_type,severity,created_date,resolved_date,resolution_status
EXC00002553,BILL00028702,ACCT002392,CUST002392,2024-10,Residential,CONTRA COSTA,Inactive Account,High,2024-11-03,,In Review
EXC00002554,BILL00028703,ACCT002392,CUST002392,2024-11,Residential,CONTRA COSTA,Inactive Account,High,2024-12-03,2024-12-06,Resolved
EXC00002555,BILL00028704,ACCT002392,CUST002392,2024-12,Residential,CONTRA COSTA,Inactive Account,High,2025-01-03,,Open
EXC00002556,BILL00028729,ACCT002395,CUST002395,2024-01,Commercial,ALAMEDA,Missing Meter Read,Medium,2024-02-03,,Open
EXC00002557,BILL00028768,ACCT002398,CUST002398,2024-04,Residential,SONOMA,Invalid Meter Read,High,2024-05-03,,Open
EXC00002558,BILL00028778,ACCT002399,CUST002399,2024-02,Residential,FRESNO,Missing Meter Read,Medium,2024-03-03,2024-03-04,Resolved
EXC00002559,BILL00028804,ACCT002401,CUST002401,2024-04,Residential,CONTRA COSTA,Missing Meter Read,Medium,2024-05-03,2024-05-07,Resolved
EXC00002560,BILL00028818,ACCT002402,CUST002402,2024-06,Residential,FRESNO,Invalid Meter Read,High,2024-07-03,2024-07-11,Resolved
EXC00002561,BILL00028821,ACCT002402,CUST002402,2024-09,Residential,FRESNO,Missing Meter Read,Medium,2024-10-03,2024-10-06,Resolved
EXC00002562,BILL00028827,ACCT002403,CUST002403,2024-03,Residential,SAN FRANCISCO,Invalid Meter Read,High,2024-04-03,2024-04-07,Resolved
EXC00002563,BILL00028834,ACCT002403,CUST002403,2024-10,Residential,SAN FRANCISCO,Missing Meter Read,Medium,2024-11-03,,Open
EXC00002564,BILL00028849,ACCT002405,CUST002405,2024-01,Residential,SAN MATEO,Inactive Account,High,2024-02-03,,Open
EXC00002565,BILL00028850,ACCT002405,CUST002405,2024-02,Residential,SAN MATEO,Inactive Account,High,2024-03-03,2024-03-13,Resolved
EXC00002566,BILL00028851,ACCT002405,CUST002405,2024-03,Residential,SAN MATEO,Inactive Account,High,2024-04-03,2024-04-15,Resolved
EXC00002567,BILL00028852,ACCT002405,CUST002405,2024-04,Residential,SAN MATEO,Inactive Account,High,2024-05-03,2024-05-08,Resolved
EXC00002568,BILL00028853,ACCT002405,CUST002405,2024-05,Residential,SAN MATEO,Inactive Account,High,2024-06-03,,Open
EXC00002569,BILL00028854,ACCT002405,CUST002405,2024-06,Residential,SAN MATEO,Inactive Account,High,2024-07-03,,Open
EXC00002570,BILL00028855,ACCT002405,CUST002405,2024-07,Residential,SAN MATEO,Inactive Account,High,2024-08-03,2024-08-08,Resolved
EXC00002571,BILL00028856,ACCT002405,CUST002405,2024-08,Residential,SAN MATEO,Inactive Account,High,2024-09-03,2024-09-08,Resolved
EXC00002572,BILL00028857,ACCT002405,CUST002405,2024-09,Residential,SAN MATEO,Inactive Account,High,2024-10-03,2024-10-14,Resolved
EXC00002573,BILL00028858,ACCT002405,CUST002405,2024-10,Residential,SAN MATEO,Inactive Account,High,2024-11-03,2024-11-05,Resolved
EXC00002574,BILL00028859,ACCT002405,CUST002405,2024-11,Residential,SAN MATEO,Inactive Account,High,2024-12-03,,Open
EXC00002575,BILL00028860,ACCT002405,CUST002405,2024-12,Residential,SAN MATEO,Inactive Account,High,2025-01-03,2025-01-10,Resolved
EXC00002576,BILL00028876,ACCT002407,CUST002407,2024-04,Residential,FRESNO,Invalid Meter Read,High,2024-05-03,,In Review
EXC00002577,BILL00028897,ACCT002409,CUST002409,2024-01,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-02-03,2024-02-12,Resolved
EXC00002578,BILL00028898,ACCT002409,CUST002409,2024-02,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-03-03,,Open
EXC00002579,BILL00028899,ACCT002409,CUST002409,2024-03,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-04-03,2024-04-07,Resolved
EXC00002580,BILL00028900,ACCT002409,CUST002409,2024-04,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-05-03,,Open
EXC00002581,BILL00028901,ACCT002409,CUST002409,2024-05,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-06-03,,Open
EXC00002582,BILL00028902,ACCT002409,CUST002409,2024-06,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-07-03,2024-07-14,Resolved
EXC00002583,BILL00028903,ACCT002409,CUST002409,2024-07,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-08-03,2024-08-07,Resolved
EXC00002584,BILL00028904,ACCT002409,CUST002409,2024-08,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-09-03,2024-09-05,Resolved
EXC00002585,BILL00028905,ACCT002409,CUST002409,2024-09,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-10-03,,Open
EXC00002586,BILL00028906,ACCT002409,CUST002409,2024-10,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-11-03,,In Review
EXC00002587,BILL00028907,ACCT002409,CUST002409,2024-11,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2024-12-03,2024-12-06,Resolved
EXC00002588,BILL00028908,ACCT002409,CUST002409,2024-12,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,2025-01-03,,Open
EXC00002589,BILL00028909,ACCT002410,CUST002410,2024-01,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-02-03,,Open
EXC00002590,BILL00028910,ACCT002410,CUST002410,2024-02,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-03-03,2024-03-14,Resolved
EXC00002591,BILL00028911,ACCT002410,CUST002410,2024-03,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-04-03,2024-04-06,Resolved
EXC00002592,BILL00028912,ACCT002410,CUST002410,2024-04,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-05-03,2024-05-09,Resolved
EXC00002593,BILL00028913,ACCT002410,CUST002410,2024-05,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-06-03,,In Review
EXC00002594,BILL00028914,ACCT002410,CUST002410,2024-06,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-07-03,2024-07-12,Resolved
EXC00002595,BILL00028915,ACCT002410,CUST002410,2024-07,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-08-03,,Open
EXC00002596,BILL00028916,ACCT002410,CUST002410,2024-08,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-09-03,,In Review
EXC00002597,BILL00028917,ACCT002410,CUST002410,2024-09,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-10-03,,In Review
EXC00002598,BILL00028918,ACCT002410,CUST002410,2024-10,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-11-03,,In Review
EXC00002599,BILL00028919,ACCT002410,CUST002410,2024-11,Residential,SAN LUIS OBISPO,Inactive Account,High,2024-12-03,,Open
EXC00002600,BILL00028920,ACCT002410,CUST002410,2024-12,Residential,SAN LUIS OBISPO,Inactive Account,High,2025-01-03,2025-01-16,Resolved
EXC00002601,BILL00028957,ACCT002414,CUST002414,2024-01,Residential,SAN JOAQUIN,Inactive Account,High,2024-02-03,2024-02-05,Resolved
EXC00002602,BILL00028958,ACCT002414,CUST002414,2024-02,Residential,SAN JOAQUIN,Inactive Account,High,2024-03-03,2024-03-07,Resolved
EXC00002603,BILL00028959,ACCT002414,CUST002414,2024-03,Residential,SAN JOAQUIN,Inactive Account,High,2024-04-03,,Open
EXC00002604,BILL00028960,ACCT002414,CUST002414,2024-04,Residential,SAN JOAQUIN,Inactive Account,High,2024-05-03,2024-05-11,Resolved
EXC00002605,BILL00028961,ACCT002414,CUST002414,2024-05,Residential,SAN JOAQUIN,Inactive Account,High,2024-06-03,2024-06-15,Resolved
EXC00002606,BILL00028962,ACCT002414,CUST002414,2024-06,Residential,SAN JOAQUIN,Inactive Account,High,2024-07-03,,Open
EXC00002607,BILL00028963,ACCT002414,CUST002414,2024-07,Residential,SAN JOAQUIN,Inactive Account,High,2024-08-03,,Open
EXC00002608,BILL00028964,ACCT002414,CUST002414,2024-08,Residential,SAN JOAQUIN,Inactive Account,High,2024-09-03,2024-09-09,Resolved
EXC00002609,BILL00028965,ACCT002414,CUST002414,2024-09,Residential,SAN JOAQUIN,Inactive Account,High,2024-10-03,,Open
EXC00002610,BILL00028966,ACCT002414,CUST002414,2024-10,Residential,SAN JOAQUIN,Inactive Account,High,2024-11-03,,Open
EXC00002611,BILL00028967,ACCT002414,CUST002414,2024-11,Residential,SAN JOAQUIN,Inactive Account,High,2024-12-03,,Open
EXC00002612,BILL00028968,ACCT002414,CUST002414,2024-12,Residential,SAN JOAQUIN,Inactive Account,High,2025-01-03,,Open
EXC00002613,BILL00028993,ACCT002417,CUST002417,2024-01,Residential,ALAMEDA,Missing Meter Read,Medium,2024-02-03,,Open
EXC00002614,BILL00029041,ACCT002421,CUST002421,2024-01,Residential,SANTA CLARA,Inactive Account,High,2024-02-03,,Open
EXC00002615,BILL00029042,ACCT002421,CUST002421,2024-02,Residential,SANTA CLARA,Inactive Account,High,2024-03-03,2024-03-15,Resolved
EXC00002616,BILL00029043,ACCT002421,CUST002421,2024-03,Residential,SANTA CLARA,Inactive Account,High,2024-04-03,2024-04-16,Resolved
EXC00002617,BILL00029044,ACCT002421,CUST002421,2024-04,Residential,SANTA CLARA,Inactive Account,High,2024-05-03,2024-05-07,Resolved
EXC00002618,BILL00029045,ACCT002421,CUST002421,2024-05,Residential,SANTA CLARA,Inactive Account,High,2024-06-03,2024-06-14,Resolved
EXC00002619,BILL00029046,ACCT002421,CUST002421,2024-06,Residential,SANTA CLARA,Inactive Account,High,2024-07-03,,In Review
EXC00002620,BILL00029047,ACCT002421,CUST002421,2024-07,Residential,SANTA CLARA,Inactive Account,High,2024-08-03,2024-08-15,Resolved
EXC00002621,BILL00029048,ACCT002421,CUST002421,2024-08,Residential,SANTA CLARA,Inactive Account,High,2024-09-03,2024-09-05,Resolved
EXC00002622,BILL00029049,ACCT002421,CUST002421,2024-09,Residential,SANTA CLARA,Inactive Account,High,2024-10-03,2024-10-10,Resolved
EXC00002623,BILL00029050,ACCT002421,CUST002421,2024-10,Residential,SANTA CLARA,Inactive Account,High,2024-11-03,,Open
EXC00002624,BILL00029051,ACCT002421,CUST002421,2024-11,Residential,SANTA CLARA,Inactive Account,High,2024-12-03,2024-12-07,Resolved
EXC00002625,BILL00029052,ACCT002421,CUST002421,2024-12,Residential,SANTA CLARA,Inactive Account,High,2025-01-03,,Open
EXC00002626,BILL00029141,ACCT002429,CUST002429,2024-05,Residential,FRESNO,Missing Meter Read,Medium,2024-06-03,,In Review
EXC00002627,BILL00029151,ACCT002430,CUST002430,2024-03,Commercial,FRESNO,Missing Meter Read,Medium,2024-04-03,2024-04-17,Resolved
EXC00002628,BILL00029161,ACCT002431,CUST002431,2024-01,Residential,ALAMEDA,Inactive Account,High,2024-02-03,2024-02-11,Resolved
EXC00002629,BILL00029162,ACCT002431,CUST002431,2024-02,Residential,ALAMEDA,Inactive Account,High,2024-03-03,,Open
EXC00002630,BILL00029163,ACCT002431,CUST002431,2024-03,Residential,ALAMEDA,Inactive Account,High,2024-04-03,2024-04-13,Resolved
EXC00002631,BILL00029164,ACCT002431,CUST002431,2024-04,Residential,ALAMEDA,Inactive Account,High,2024-05-03,,Open
EXC00002632,BILL00029165,ACCT002431,CUST002431,2024-05,Residential,ALAMEDA,Inactive Account,High,2024-06-03,,Open
EXC00002633,BILL00029166,ACCT002431,CUST002431,2024-06,Residential,ALAMEDA,Inactive Account,High,2024-07-03,2024-07-09,Resolved
EXC00002634,BILL00029167,ACCT002431,CUST002431,2024-07,Residential,ALAMEDA,Inactive Account,High,2024-08-03,2024-08-12,Resolved
EXC00002635,BILL00029168,ACCT002431,CUST002431,2024-08,Residential,ALAMEDA,Inactive Account,High,2024-09-03,2024-09-10,Resolved
EXC00002636,BILL00029169,ACCT002431,CUST002431,2024-09,Residential,ALAMEDA,Inactive Account,High,2024-10-03,,In Review
EXC00002637,BILL00029170,ACCT002431,CUST002431,2024-10,Residential,ALAMEDA,Inactive Account,High,2024-11-03,2024-11-12,Resolved
EXC00002638,BILL00029171,ACCT002431,CUST002431,2024-11,Residential,ALAMEDA,Inactive Account,High,2024-12-03,,Open
EXC00002639,BILL00029172,ACCT002431,CUST002431,2024-12,Residential,ALAMEDA,Inactive Account,High,2025-01-03,2025-01-16,Resolved
EXC00002640,BILL00029212,ACCT002435,CUST002435,2024-04,Agriculture And Water Pumping,CONTRA COSTA,Missing Meter Read,Medium,2024-05-03,,In Review
EXC00002641,BILL00029221,ACCT002436,CUST002436,2024-01,Residential,SONOMA,Inactive Account,High,2024-02-03,2024-02-15,Resolved
EXC00002642,BILL00029222,ACCT002436,CUST002436,2024-02,Residential,SONOMA,Inactive Account,High,2024-03-03,,Open
EXC00002643,BILL00029223,ACCT002436,CUST002436,2024-03,Residential,SONOMA,Inactive Account,High,2024-04-03,2024-04-07,Resolved
EXC00002644,BILL00029224,ACCT002436,CUST002436,2024-04,Residential,SONOMA,Inactive Account,High,2024-05-03,2024-05-04,Resolved
EXC00002645,BILL00029225,ACCT002436,CUST002436,2024-05,Residential,SONOMA,Inactive Account,High,2024-06-03,2024-06-08,Resolved
EXC00002646,BILL00029226,ACCT002436,CUST002436,2024-06,Residential,SONOMA,Inactive Account,High,2024-07-03,2024-07-09,Resolved
EXC00002647,BILL00029227,ACCT002436,CUST002436,2024-07,Residential,SONOMA,Inactive Account,High,2024-08-03,2024-08-16,Resolved
EXC00002648,BILL00029228,ACCT002436,CUST002436,2024-08,Residential,SONOMA,Inactive Account,High,2024-09-03,2024-09-15,Resolved
EXC00002649,BILL00029229,ACCT002436,CUST002436,2024-09,Residential,SONOMA,Inactive Account,High,2024-10-03,,In Review
EXC00002650,BILL00029230,ACCT002436,CUST002436,2024-10,Residential,SONOMA,Inactive Account,High,2024-11-03,,Open
EXC00002651,BILL00029231,ACCT002436,CUST002436,2024-11,Residential,SONOMA,Inactive Account,High,2024-12-03,,Open
EXC00002652,BILL00029232,ACCT002436,CUST002436,2024-12,Residential,SONOMA,Inactive Account,High,2025-01-03,,Open
EXC00002653,BILL00029243,ACCT002437,CUST002437,2024-11,Residential,SANTA CLARA,Invalid Meter Read,High,2024-12-03,2024-12-04,Resolved
EXC00002654,BILL00029309,ACCT002443,CUST002443,2024-05,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-06-03,,Open
EXC00002655,BILL00029334,ACCT002445,CUST002445,2024-06,Residential,SAN MATEO,Missing Meter Read,Medium,2024-07-03,2024-07-12,Resolved
EXC00002656,BILL00029365,ACCT002448,CUST002448,2024-01,Residential,ALAMEDA,Inactive Account,High,2024-02-03,2024-02-06,Resolved
EXC00002657,BILL00029366,ACCT002448,CUST002448,2024-02,Residential,ALAMEDA,Inactive Account,High,2024-03-03,2024-03-14,Resolved
EXC00002658,BILL00029367,ACCT002448,CUST002448,2024-03,Residential,ALAMEDA,Inactive Account,High,2024-04-03,2024-04-08,Resolved
EXC00002659,BILL00029368,ACCT002448,CUST002448,2024-04,Residential,ALAMEDA,Inactive Account,High,2024-05-03,2024-05-09,Resolved
EXC00002660,BILL00029369,ACCT002448,CUST002448,2024-05,Residential,ALAMEDA,Inactive Account,High,2024-06-03,2024-06-16,Resolved
EXC00002661,BILL00029370,ACCT002448,CUST002448,2024-06,Residential,ALAMEDA,Inactive Account,High,2024-07-03,2024-07-15,Resolved
EXC00002662,BILL00029371,ACCT002448,CUST002448,2024-07,Residential,ALAMEDA,Inactive Account,High,2024-08-03,2024-08-16,Resolved
EXC00002663,BILL00029372,ACCT002448,CUST002448,2024-08,Residential,ALAMEDA,Inactive Account,High,2024-09-03,,In Review
EXC00002664,BILL00029373,ACCT002448,CUST002448,2024-09,Residential,ALAMEDA,Inactive Account,High,2024-10-03,2024-10-08,Resolved
EXC00002665,BILL00029374,ACCT002448,CUST002448,2024-10,Residential,ALAMEDA,Inactive Account,High,2024-11-03,,In Review
EXC00002666,BILL00029375,ACCT002448,CUST002448,2024-11,Residential,ALAMEDA,Inactive Account,High,2024-12-03,,In Review
EXC00002667,BILL00029376,ACCT002448,CUST002448,2024-12,Residential,ALAMEDA,Inactive Account,High,2025-01-03,2025-01-13,Resolved
EXC00002668,BILL00029407,ACCT002451,CUST002451,2024-07,Residential,PLACER,Invalid Meter Read,High,2024-08-03,,In Review
EXC00002669,BILL00029477,ACCT002457,CUST002457,2024-05,Residential,EL DORADO,Missing Meter Read,Medium,2024-06-03,,In Review
EXC00002670,BILL00029487,ACCT002458,CUST002458,2024-03,Residential,KERN,Invalid Meter Read,High,2024-04-03,,Open
EXC00002671,BILL00029493,ACCT002458,CUST002458,2024-09,Residential,KERN,Missing Meter Read,Medium,2024-10-03,,Open
EXC00002672,BILL00029522,ACCT002461,CUST002461,2024-02,Mining,KERN,Invalid Meter Read,High,2024-03-03,,Open
EXC00002673,BILL00029545,ACCT002463,CUST002463,2024-01,Residential,YOLO,Inactive Account,High,2024-02-03,,Open
EXC00002674,BILL00029546,ACCT002463,CUST002463,2024-02,Residential,YOLO,Inactive Account,High,2024-03-03,2024-03-11,Resolved
EXC00002675,BILL00029547,ACCT002463,CUST002463,2024-03,Residential,YOLO,Inactive Account,High,2024-04-03,,Open
EXC00002676,BILL00029548,ACCT002463,CUST002463,2024-04,Residential,YOLO,Inactive Account,High,2024-05-03,,Open
EXC00002677,BILL00029549,ACCT002463,CUST002463,2024-05,Residential,YOLO,Inactive Account,High,2024-06-03,2024-06-07,Resolved
EXC00002678,BILL00029550,ACCT002463,CUST002463,2024-06,Residential,YOLO,Inactive Account,High,2024-07-03,2024-07-05,Resolved
EXC00002679,BILL00029551,ACCT002463,CUST002463,2024-07,Residential,YOLO,Inactive Account,High,2024-08-03,2024-08-13,Resolved
EXC00002680,BILL00029552,ACCT002463,CUST002463,2024-08,Residential,YOLO,Inactive Account,High,2024-09-03,,Open
EXC00002681,BILL00029553,ACCT002463,CUST002463,2024-09,Residential,YOLO,Inactive Account,High,2024-10-03,,Open
EXC00002682,BILL00029554,ACCT002463,CUST002463,2024-10,Residential,YOLO,Inactive Account,High,2024-11-03,,Open
EXC00002683,BILL00029555,ACCT002463,CUST002463,2024-11,Residential,YOLO,Inactive Account,High,2024-12-03,2024-12-14,Resolved
EXC00002684,BILL00029556,ACCT002463,CUST002463,2024-12,Residential,YOLO,Inactive Account,High,2025-01-03,,Open
EXC00002685,BILL00029573,ACCT002465,CUST002465,2024-05,Residential,MARIN,Missing Meter Read,Medium,2024-06-03,,Open
EXC00002686,BILL00029610,ACCT002468,CUST002468,2024-06,Residential,SANTA BARBARA,Missing Meter Read,Medium,2024-07-03,2024-07-05,Resolved
EXC00002687,BILL00029639,ACCT002470,CUST002470,2024-11,Residential,SAN MATEO,Missing Meter Read,Medium,2024-12-03,,Open
EXC00002688,BILL00029641,ACCT002471,CUST002471,2024-01,Residential,SAN JOAQUIN,Missing Meter Read,Medium,2024-02-03,,Open
EXC00002689,BILL00029702,ACCT002476,CUST002476,2024-02,Commercial,KERN,Missing Meter Read,Medium,2024-03-03,2024-03-14,Resolved
EXC00002690,BILL00029773,ACCT002482,CUST002482,2024-01,Commercial,SANTA CLARA,Missing Meter Read,Medium,2024-02-03,2024-02-04,Resolved
EXC00002691,BILL00029941,ACCT002496,CUST002496,2024-01,Residential,SANTA CLARA,Inactive Account,High,2024-02-03,,In Review
EXC00002692,BILL00029942,ACCT002496,CUST002496,2024-02,Residential,SANTA CLARA,Inactive Account,High,2024-03-03,,In Review
EXC00002693,BILL00029943,ACCT002496,CUST002496,2024-03,Residential,SANTA CLARA,Inactive Account,High,2024-04-03,2024-04-14,Resolved
EXC00002694,BILL00029944,ACCT002496,CUST002496,2024-04,Residential,SANTA CLARA,Inactive Account,High,2024-05-03,2024-05-15,Resolved
EXC00002695,BILL00029945,ACCT002496,CUST002496,2024-05,Residential,SANTA CLARA,Inactive Account,High,2024-06-03,,Open
EXC00002696,BILL00029946,ACCT002496,CUST002496,2024-06,Residential,SANTA CLARA,Inactive Account,High,2024-07-03,,Open
EXC00002697,BILL00029947,ACCT002496,CUST002496,2024-07,Residential,SANTA CLARA,Inactive Account,High,2024-08-03,2024-08-13,Resolved
EXC00002698,BILL00029948,ACCT002496,CUST002496,2024-08,Residential,SANTA CLARA,Inactive Account,High,2024-09-03,2024-09-16,Resolved
EXC00002699,BILL00029949,ACCT002496,CUST002496,2024-09,Residential,SANTA CLARA,Inactive Account,High,2024-10-03,2024-10-13,Resolved
EXC00002700,BILL00029950,ACCT002496,CUST002496,2024-10,Residential,SANTA CLARA,Inactive Account,High,2024-11-03,,Open
EXC00002701,BILL00029951,ACCT002496,CUST002496,2024-11,Residential,SANTA CLARA,Inactive Account,High,2024-12-03,2024-12-10,Resolved
EXC00002702,BILL00029952,ACCT002496,CUST002496,2024-12,Residential,SANTA CLARA,Inactive Account,High,2025-01-03,2025-01-12,Resolved
EXC00002703,BILL00029971,ACCT002498,CUST002498,2024-07,Commercial,BUTTE,Missing Meter Read,Medium,2024-08-03,2024-08-04,Resolved
EXC00002704,BILL00029994,ACCT002500,CUST002500,2024-06,Residential,FRESNO,Missing Meter Read,Medium,2024-07-03,,Open
EXC00002705,BILL00030009,ACCT002501,CUST002501,2024-09,Commercial,SAN FRANCISCO,Missing Meter Read,Medium,2024-10-03,2024-10-12,Resolved
EXC00002706,BILL00030019,ACCT002502,CUST002502,2024-07,Residential,SAN JOAQUIN,Missing Meter Read,Medium,2024-08-03,,In Review
EXC00002707,BILL00030061,ACCT002506,CUST002506,2024-01,Residential,NAPA,Inactive Account,High,2024-02-03,,In Review
EXC00002708,BILL00030062,ACCT002506,CUST002506,2024-02,Residential,NAPA,Inactive Account,High,2024-03-03,2024-03-05,Resolved
EXC00002709,BILL00030063,ACCT002506,CUST002506,2024-03,Residential,NAPA,Inactive Account,High,2024-04-03,,Open
EXC00002710,BILL00030064,ACCT002506,CUST002506,2024-04,Residential,NAPA,Inactive Account,High,2024-05-03,,Open
EXC00002711,BILL00030065,ACCT002506,CUST002506,2024-05,Residential,NAPA,Inactive Account,High,2024-06-03,2024-06-12,Resolved
EXC00002712,BILL00030066,ACCT002506,CUST002506,2024-06,Residential,NAPA,Inactive Account,High,2024-07-03,2024-07-15,Resolved
EXC00002713,BILL00030067,ACCT002506,CUST002506,2024-07,Residential,NAPA,Inactive Account,High,2024-08-03,2024-08-05,Resolved
EXC00002714,BILL00030068,ACCT002506,CUST002506,2024-08,Residential,NAPA,Inactive Account,High,2024-09-03,2024-09-14,Resolved
EXC00002715,BILL00030069,ACCT002506,CUST002506,2024-09,Residential,NAPA,Inactive Account,High,2024-10-03,2024-10-17,Resolved
EXC00002716,BILL00030070,ACCT002506,CUST002506,2024-10,Residential,NAPA,Inactive Account,High,2024-11-03,2024-11-13,Resolved
EXC00002717,BILL00030071,ACCT002506,CUST002506,2024-11,Residential,NAPA,Inactive Account,High,2024-12-03,2024-12-16,Resolved
EXC00002718,BILL00030072,ACCT002506,CUST002506,2024-12,Residential,NAPA,Inactive Account,High,2025-01-03,,Open
EXC00002719,BILL00030085,ACCT002508,CUST002508,2024-01,Residential,ALAMEDA,Inactive Account,High,2024-02-03,,Open
EXC00002720,BILL00030086,ACCT002508,CUST002508,2024-02,Residential,ALAMEDA,Inactive Account,High,2024-03-03,2024-03-10,Resolved
EXC00002721,BILL00030087,ACCT002508,CUST002508,2024-03,Residential,ALAMEDA,Inactive Account,High,2024-04-03,2024-04-08,Resolved
EXC00002722,BILL00030088,ACCT002508,CUST002508,2024-04,Residential,ALAMEDA,Inactive Account,High,2024-05-03,2024-05-09,Resolved
EXC00002723,BILL00030089,ACCT002508,CUST002508,2024-05,Residential,ALAMEDA,Inactive Account,High,2024-06-03,,Open
EXC00002724,BILL00030090,ACCT002508,CUST002508,2024-06,Residential,ALAMEDA,Inactive Account,High,2024-07-03,,Open
EXC00002725,BILL00030091,ACCT002508,CUST002508,2024-07,Residential,ALAMEDA,Inactive Account,High,2024-08-03,,In Review
EXC00002726,BILL00030092,ACCT002508,CUST002508,2024-08,Residential,ALAMEDA,Inactive Account,High,2024-09-03,2024-09-17,Resolved
EXC00002727,BILL00030093,ACCT002508,CUST002508,2024-09,Residential,ALAMEDA,Inactive Account,High,2024-10-03,,Open
EXC00002728,BILL00030094,ACCT002508,CUST002508,2024-10,Residential,ALAMEDA,Inactive Account,High,2024-11-03,2024-11-12,Resolved
EXC00002729,BILL00030095,ACCT002508,CUST002508,2024-11,Residential,ALAMEDA,Inactive Account,High,2024-12-03,,Open
EXC00002730,BILL00030096,ACCT002508,CUST002508,2024-12,Residential,ALAMEDA,Inactive Account,High,2025-01-03,2025-01-06,Resolved
EXC00002731,BILL00030104,ACCT002509,CUST002509,2024-08,Commercial,SAN LUIS OBISPO,Missing Meter Read,Medium,2024-09-03,2024-09-11,Resolved
EXC00002732,BILL00030112,ACCT002510,CUST002510,2024-04,Commercial,MENDOCINO,Missing Meter Read,Medium,2024-05-03,2024-05-05,Resolved
EXC00002733,BILL00030133,ACCT002512,CUST002512,2024-01,Commercial,YUBA,Inactive Account,High,2024-02-03,2024-02-10,Resolved
EXC00002734,BILL00030134,ACCT002512,CUST002512,2024-02,Commercial,YUBA,Inactive Account,High,2024-03-03,2024-03-06,Resolved
EXC00002735,BILL00030135,ACCT002512,CUST002512,2024-03,Commercial,YUBA,Inactive Account,High,2024-04-03,,In Review
EXC00002736,BILL00030136,ACCT002512,CUST002512,2024-04,Commercial,YUBA,Inactive Account,High,2024-05-03,2024-05-08,Resolved
EXC00002737,BILL00030137,ACCT002512,CUST002512,2024-05,Commercial,YUBA,Inactive Account,High,2024-06-03,,Open
EXC00002738,BILL00030138,ACCT002512,CUST002512,2024-06,Commercial,YUBA,Inactive Account,High,2024-07-03,,Open
EXC00002739,BILL00030139,ACCT002512,CUST002512,2024-07,Commercial,YUBA,Inactive Account,High,2024-08-03,,Open
EXC00002740,BILL00030140,ACCT002512,CUST002512,2024-08,Commercial,YUBA,Inactive Account,High,2024-09-03,,In Review
EXC00002741,BILL00030141,ACCT002512,CUST002512,2024-09,Commercial,YUBA,Inactive Account,High,2024-10-03,2024-10-07,Resolved
EXC00002742,BILL00030142,ACCT002512,CUST002512,2024-10,Commercial,YUBA,Inactive Account,High,2024-11-03,2024-11-05,Resolved
EXC00002743,BILL00030143,ACCT002512,CUST002512,2024-11,Commercial,YUBA,Inactive Account,High,2024-12-03,2024-12-15,Resolved
EXC00002744,BILL00030144,ACCT002512,CUST002512,2024-12,Commercial,YUBA,Inactive Account,High,2025-01-03,,Open
EXC00002745,BILL00030180,ACCT002515,CUST002515,2024-12,Residential,EL DORADO,Invalid Meter Read,High,2025-01-03,2025-01-05,Resolved
EXC00002746,BILL00030205,ACCT002518,CUST002518,2024-01,Residential,ALAMEDA,Inactive Account,High,2024-02-03,,Open
EXC00002747,BILL00030206,ACCT002518,CUST002518,2024-02,Residential,ALAMEDA,Inactive Account,High,2024-03-03,2024-03-04,Resolved
EXC00002748,BILL00030207,ACCT002518,CUST002518,2024-03,Residential,ALAMEDA,Inactive Account,High,2024-04-03,,Open
EXC00002749,BILL00030208,ACCT002518,CUST002518,2024-04,Residential,ALAMEDA,Inactive Account,High,2024-05-03,2024-05-08,Resolved
EXC00002750,BILL00030209,ACCT002518,CUST002518,2024-05,Residential,ALAMEDA,Inactive Account,High,2024-06-03,,Open
EXC00002751,BILL00030210,ACCT002518,CUST002518,2024-06,Residential,ALAMEDA,Inactive Account,High,2024-07-03,,Open
