request_id,exception_id,bill_id,account_id,customer_id,billing_cycle_id,customer_segment,county,request_type,priority,request_status,opened_date,closed_date
SR00001402,EXC00001226,BILL00015066,ACCT001256,CUST001256,2024-06,Residential,SAN FRANCISCO,Account Status Review,Medium,Closed,2024-07-03,2024-07-13
SR00001403,EXC00000938,BILL00012015,ACCT001002,CUST001002,2024-03,Residential,SANTA CLARA,Missing Read Investigation,Low,Closed,2024-04-03,2024-04-10
SR00001404,EXC00001607,BILL00019366,ACCT001614,CUST001614,2024-10,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,2024-11-03,2024-11-08
SR00001405,EXC00000753,BILL00009175,ACCT000765,CUST000765,2024-07,Residential,MONTEREY,Meter Data Investigation,Low,Closed,2024-08-03,2024-08-04
SR00001406,EXC00001935,BILL00022984,ACCT001916,CUST001916,2024-04,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-05-03,2024-06-01
SR00001407,EXC00000310,BILL00003875,ACCT000323,CUST000323,2024-11,Residential,KERN,Account Status Review,Critical,Open,2024-12-03,
SR00001408,EXC00004440,BILL00048987,ACCT004083,CUST004083,2024-03,Residential,ALAMEDA,Account Status Review,Low,Closed,2024-04-03,2024-04-27
SR00001409,EXC00003011,BILL00034495,ACCT002875,CUST002875,2024-07,Residential,PLACER,Account Status Review,Low,Closed,2024-08-03,2024-08-07
SR00001410,EXC00004238,BILL00046778,ACCT003899,CUST003899,2024-02,Residential,GLENN,Account Status Review,Medium,Open,2024-03-03,
SR00001411,EXC00002458,BILL00027717,ACCT002310,CUST002310,2024-09,Residential,CONTRA COSTA,Missing Read Investigation,Medium,Open,2024-10-03,
SR00001412,EXC00002146,BILL00024732,ACCT002061,CUST002061,2024-12,Residential,SUTTER,Account Status Review,Medium,Closed,2025-01-03,2025-01-22
SR00001413,EXC00000496,BILL00006556,ACCT000547,CUST000547,2024-04,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-05-03,2024-05-27
SR00001414,EXC00001406,BILL00016664,ACCT001389,CUST001389,2024-08,Agriculture And Water Pumping,ALAMEDA,Account Status Review,Medium,Open,2024-09-03,
SR00001415,EXC00003548,BILL00038880,ACCT003240,CUST003240,2024-12,Residential,SANTA CLARA,Account Status Review,High,Closed,2025-01-03,2025-01-17
SR00001416,EXC00000206,BILL00002978,ACCT000249,CUST000249,2024-02,Agriculture And Water Pumping,KERN,Account Status Review,Medium,In Progress,2024-03-03,
SR00001417,EXC00001136,BILL00014091,ACCT001175,CUST001175,2024-03,Residential,KERN,Account Status Review,Medium,Closed,2024-04-03,2024-04-12
SR00001418,EXC00003110,BILL00035511,ACCT002960,CUST002960,2024-03,Commercial,CONTRA COSTA,Account Status Review,Low,Cancelled,2024-04-03,2024-04-23
SR00001419,EXC00003922,BILL00044089,ACCT003675,CUST003675,2024-01,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,2024-02-03,2024-02-21
SR00001420,EXC00000702,BILL00008446,ACCT000704,CUST000704,2024-10,Residential,ALAMEDA,Account Status Review,Critical,Open,2024-11-03,
SR00001421,EXC00000306,BILL00003871,ACCT000323,CUST000323,2024-07,Residential,KERN,Account Status Review,Low,Closed,2024-08-03,2024-08-27
SR00001422,EXC00004748,BILL00052321,ACCT004361,CUST004361,2024-01,Residential,PLACER,Account Status Review,Medium,Open,2024-02-03,
SR00001423,EXC00001193,BILL00014580,ACCT001215,CUST001215,2024-12,Residential,MERCED,Missing Read Investigation,High,Closed,2025-01-03,2025-01-26
SR00001424,EXC00004265,BILL00047203,ACCT003934,CUST003934,2024-07,Residential,FRESNO,Account Status Review,Medium,Closed,2024-08-03,2024-08-19
SR00001425,EXC00003870,BILL00043177,ACCT003599,CUST003599,2024-01,Residential,PLACER,Missing Read Investigation,Medium,Open,2024-02-03,
SR00001426,EXC00001062,BILL00013198,ACCT001100,CUST001100,2024-10,Residential,MONTEREY,Account Status Review,High,Closed,2024-11-03,2024-11-10
SR00001427,EXC00000844,BILL00010324,ACCT000861,CUST000861,2024-04,Residential,KERN,Account Status Review,Medium,Open,2024-05-03,
SR00001428,EXC00004120,BILL00045554,ACCT003797,CUST003797,2024-02,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-03-03,2024-03-10
SR00001429,EXC00002779,BILL00030512,ACCT002543,CUST002543,2024-08,Commercial,NEVADA,Account Status Review,Low,Cancelled,2024-09-03,2024-09-19
SR00001430,EXC00000212,BILL00002984,ACCT000249,CUST000249,2024-08,Agriculture And Water Pumping,KERN,Account Status Review,Medium,Closed,2024-09-03,2024-09-18
SR00001431,EXC00001341,BILL00016041,ACCT001337,CUST001337,2024-09,Residential,SANTA CLARA,Missing Read Investigation,Low,Closed,2024-10-03,2024-10-24
SR00001432,EXC00001109,BILL00013875,ACCT001157,CUST001157,2024-03,Residential,SOLANO,Account Status Review,Medium,Closed,2024-04-03,2024-04-28
SR00001433,EXC00004216,BILL00046387,ACCT003866,CUST003866,2024-07,Residential,FRESNO,Missing Read Investigation,Medium,Closed,2024-08-03,2024-08-30
SR00001434,EXC00000680,BILL00008350,ACCT000696,CUST000696,2024-10,Residential,ALAMEDA,Meter Data Investigation,Medium,Closed,2024-11-03,2024-11-05
SR00001435,EXC00002224,BILL00025484,ACCT002124,CUST002124,2024-08,Residential,MONTEREY,Account Status Review,Medium,Open,2024-09-03,
SR00001436,EXC00003413,BILL00037626,ACCT003136,CUST003136,2024-06,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,2024-07-03,2024-07-07
SR00001437,EXC00000566,BILL00007051,ACCT000588,CUST000588,2024-07,Residential,KERN,Meter Data Investigation,Low,Open,2024-08-03,
SR00001438,EXC00001489,BILL00017854,ACCT001488,CUST001488,2024-10,Residential,KERN,Missing Read Investigation,Critical,In Progress,2024-11-03,
SR00001439,EXC00004142,BILL00045632,ACCT003803,CUST003803,2024-08,Commercial,KERN,Account Status Review,Low,Closed,2024-09-03,2024-09-05
SR00001440,EXC00000681,BILL00008353,ACCT000697,CUST000697,2024-01,Residential,KERN,Account Status Review,Medium,Closed,2024-02-03,2024-02-08
SR00001441,EXC00000181,BILL00002673,ACCT000223,CUST000223,2024-09,Residential,SANTA CLARA,Account Status Review,Low,Open,2024-10-03,
SR00001442,EXC00003934,BILL00044145,ACCT003679,CUST003679,2024-09,Commercial,PLACER,Meter Data Investigation,High,Closed,2024-10-03,2024-10-16
SR00001443,EXC00005103,BILL00055709,ACCT004643,CUST004643,2024-05,Commercial,ALAMEDA,Missing Read Investigation,Low,Closed,2024-06-03,2024-06-29
SR00001444,EXC00004804,BILL00052944,ACCT004412,CUST004412,2024-12,Residential,FRESNO,Missing Read Investigation,Medium,In Progress,2025-01-03,
SR00001445,EXC00004616,BILL00051088,ACCT004258,CUST004258,2024-04,Residential,SANTA CLARA,Account Status Review,High,Cancelled,2024-05-03,2024-05-18
SR00001446,EXC00000279,BILL00003726,ACCT000311,CUST000311,2024-06,Residential,SAN MATEO,Account Status Review,Low,Closed,2024-07-03,2024-07-13
SR00001447,EXC00005028,BILL00054921,ACCT004577,CUST004577,2024-09,Residential,FRESNO,Account Status Review,Medium,Closed,2024-10-03,2024-10-27
SR00001448,EXC00003201,BILL00036081,ACCT003007,CUST003007,2024-09,Commercial,MADERA,Account Status Review,High,Closed,2024-10-03,2024-11-01
SR00001449,EXC00001205,BILL00014732,ACCT001228,CUST001228,2024-08,Residential,SHASTA,Account Status Review,High,Closed,2024-09-03,2024-09-21
SR00001450,EXC00004979,BILL00054381,ACCT004532,CUST004532,2024-09,Residential,TUOLUMNE,Account Status Review,Low,Closed,2024-10-03,2024-10-20
SR00001451,EXC00000433,BILL00005413,ACCT000452,CUST000452,2024-01,Residential,ALAMEDA,Account Status Review,Medium,Closed,2024-02-03,2024-03-02
SR00001452,EXC00000290,BILL00003749,ACCT000313,CUST000313,2024-05,Residential,YOLO,Account Status Review,High,Closed,2024-06-03,2024-06-25
SR00001453,EXC00001028,BILL00012962,ACCT001081,CUST001081,2024-02,Residential,KERN,Account Status Review,Low,Closed,2024-03-03,2024-03-16
SR00001454,EXC00000536,BILL00006796,ACCT000567,CUST000567,2024-04,Residential,FRESNO,Missing Read Investigation,Medium,Closed,2024-05-03,2024-05-08
SR00001455,EXC00004007,BILL00044542,ACCT003712,CUST003712,2024-10,Residential,ALAMEDA,Meter Data Investigation,Medium,Closed,2024-11-03,2024-11-18
SR00001456,EXC00001188,BILL00014397,ACCT001200,CUST001200,2024-09,Residential,CONTRA COSTA,Account Status Review,High,Open,2024-10-03,
SR00001457,EXC00000189,BILL00002835,ACCT000237,CUST000237,2024-03,Residential,FRESNO,Missing Read Investigation,Medium,Closed,2024-04-03,2024-04-29
SR00001458,EXC00002534,BILL00028660,ACCT002389,CUST002389,2024-04,Residential,ALAMEDA,Account Status Review,Critical,Closed,2024-05-03,2024-05-17
SR00001459,EXC00005250,BILL00057628,ACCT004803,CUST004803,2024-04,Commercial,SANTA CLARA,Account Status Review,Low,Cancelled,2024-05-03,2024-05-22
SR00001460,EXC00004708,BILL00052120,ACCT004344,CUST004344,2024-04,Commercial,MADERA,Account Status Review,Low,Open,2024-05-03,
SR00001461,EXC00005201,BILL00057206,ACCT004768,CUST004768,2024-02,Residential,MADERA,Account Status Review,Low,Closed,2024-03-03,2024-03-24
SR00001462,EXC00000707,BILL00008486,ACCT000708,CUST000708,2024-02,Commercial,SANTA CLARA,Meter Data Investigation,Low,In Progress,2024-03-03,
SR00001463,EXC00005313,BILL00058663,ACCT004889,CUST004889,2024-07,Residential,SANTA CLARA,Account Status Review,Low,Closed,2024-08-03,2024-08-16
SR00001464,EXC00000271,BILL00003646,ACCT000304,CUST000304,2024-10,Residential,SONOMA,Account Status Review,High,Closed,2024-11-03,2024-11-21
SR00001465,EXC00003434,BILL00037715,ACCT003143,CUST003143,2024-11,Residential,SANTA BARBARA,Meter Data Investigation,Critical,Cancelled,2024-12-03,2024-12-25
SR00001466,EXC00004418,BILL00048744,ACCT004062,CUST004062,2024-12,Residential,BUTTE,Account Status Review,Medium,Closed,2025-01-03,2025-01-27
SR00001467,EXC00002514,BILL00028038,ACCT002337,CUST002337,2024-06,Residential,CONTRA COSTA,Missing Read Investigation,High,Closed,2024-07-03,2024-07-30
SR00001468,EXC00004667,BILL00051895,ACCT004325,CUST004325,2024-07,Commercial,SANTA CLARA,Account Status Review,Medium,Closed,2024-08-03,2024-08-27
SR00001469,EXC00000112,BILL00001233,ACCT000103,CUST000103,2024-09,Residential,SAN FRANCISCO,Account Status Review,Medium,Closed,2024-10-03,2024-10-25
SR00001470,EXC00001171,BILL00014229,ACCT001186,CUST001186,2024-09,Industrial,SAN JOAQUIN,Account Status Review,Medium,Open,2024-10-03,
SR00001471,EXC00001392,BILL00016449,ACCT001371,CUST001371,2024-09,Agriculture And Water Pumping,FRESNO,Missing Read Investigation,Medium,Closed,2024-10-03,2024-10-09
SR00001472,EXC00005143,BILL00056275,ACCT004690,CUST004690,2024-07,"Transportation, Communications, & Utilities",SAN JOAQUIN,Meter Data Investigation,Low,Closed,2024-08-03,2024-08-27
SR00001473,EXC00000221,BILL00003159,ACCT000264,CUST000264,2024-03,Residential,CONTRA COSTA,Account Status Review,High,Open,2024-04-03,
SR00001474,EXC00004538,BILL00050246,ACCT004188,CUST004188,2024-02,Residential,CONTRA COSTA,Account Status Review,Critical,Open,2024-03-03,
SR00001475,EXC00000628,BILL00007778,ACCT000649,CUST000649,2024-02,Residential,SANTA CRUZ,Account Status Review,Low,Closed,2024-03-03,2024-03-18
SR00001476,EXC00004679,BILL00052021,ACCT004336,CUST004336,2024-01,Residential,SANTA CLARA,Account Status Review,Low,Closed,2024-02-03,2024-02-11
SR00001477,EXC00003451,BILL00037910,ACCT003160,CUST003160,2024-02,Residential,MERCED,Meter Data Investigation,Critical,Cancelled,2024-03-03,2024-03-19
SR00001478,EXC00004263,BILL00047201,ACCT003934,CUST003934,2024-05,Residential,FRESNO,Account Status Review,Low,Closed,2024-06-03,2024-06-20
SR00001479,EXC00003086,BILL00035200,ACCT002934,CUST002934,2024-04,Residential,SAN MATEO,Missing Read Investigation,Medium,In Progress,2024-05-03,
SR00001480,EXC00000791,BILL00009652,ACCT000805,CUST000805,2024-04,Residential,MARIN,Account Status Review,Critical,In Progress,2024-05-03,
SR00001481,EXC00003379,BILL00037300,ACCT003109,CUST003109,2024-04,Residential,SOLANO,Account Status Review,Low,Closed,2024-05-03,2024-05-07
SR00001482,EXC00000462,BILL00005709,ACCT000476,CUST000476,2024-09,Mining,KERN,Meter Data Investigation,High,Closed,2024-10-03,2024-10-31
SR00001483,EXC00004761,BILL00052343,ACCT004362,CUST004362,2024-11,Residential,SAN JOAQUIN,Missing Read Investigation,Medium,Open,2024-12-03,
SR00001484,EXC00000552,BILL00006973,ACCT000582,CUST000582,2024-01,"Transportation, Communications, & Utilities",SAN MATEO,Account Status Review,Medium,Open,2024-02-03,
SR00001485,EXC00004488,BILL00049176,ACCT004098,CUST004098,2024-12,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2025-01-03,2025-01-16
SR00001486,EXC00005195,BILL00057000,ACCT004750,CUST004750,2024-12,Commercial,TUOLUMNE,Account Status Review,Medium,In Progress,2025-01-03,
SR00001487,EXC00002664,BILL00029373,ACCT002448,CUST002448,2024-09,Residential,ALAMEDA,Account Status Review,Low,In Progress,2024-10-03,
SR00001488,EXC00000199,BILL00002947,ACCT000246,CUST000246,2024-07,Industrial,SAN FRANCISCO,Account Status Review,Low,Open,2024-08-03,
SR00001489,EXC00003014,BILL00034498,ACCT002875,CUST002875,2024-10,Residential,PLACER,Account Status Review,High,Closed,2024-11-03,2024-11-07
SR00001490,EXC00004145,BILL00045635,ACCT003803,CUST003803,2024-11,Commercial,KERN,Account Status Review,Low,In Progress,2024-12-03,
SR00001491,EXC00000403,BILL00005243,ACCT000437,CUST000437,2024-11,Residential,SANTA CLARA,Meter Data Investigation,Medium,Closed,2024-12-03,2024-12-15
SR00001492,EXC00003571,BILL00039221,ACCT003269,CUST003269,2024-05,Residential,EL DORADO,Account Status Review,Low,In Progress,2024-06-03,
SR00001493,EXC00002489,BILL00027973,ACCT002332,CUST002332,2024-01,Residential,BUTTE,Account Status Review,Low,In Progress,2024-02-03,
SR00001494,EXC00005147,BILL00056402,ACCT004701,CUST004701,2024-02,Residential,MERCED,Account Status Review,Low,Open,2024-03-03,
SR00001495,EXC00003647,BILL00040069,ACCT003340,CUST003340,2024-01,Residential,MERCED,Missing Read Investigation,Medium,In Progress,2024-02-03,
SR00001496,EXC00002145,BILL00024731,ACCT002061,CUST002061,2024-11,Residential,SUTTER,Account Status Review,Low,Closed,2024-12-03,2024-12-15
SR00001497,EXC00004825,BILL00053046,ACCT004421,CUST004421,2024-06,Residential,YOLO,Account Status Review,Medium,Closed,2024-07-03,2024-07-28
SR00001498,EXC00000651,BILL00008176,ACCT000682,CUST000682,2024-04,Residential,KERN,Account Status Review,Medium,Open,2024-05-03,
SR00001499,EXC00004332,BILL00047810,ACCT003985,CUST003985,2024-02,Commercial,CONTRA COSTA,Account Status Review,Low,Closed,2024-03-03,2024-03-31
SR00001500,EXC00000709,BILL00008518,ACCT000710,CUST000710,2024-10,Residential,SONOMA,Meter Data Investigation,Low,Closed,2024-11-03,2024-11-14
SR00001501,EXC00003909,BILL00043870,ACCT003656,CUST003656,2024-10,Residential,KERN,Account Status Review,Medium,Closed,2024-11-03,2024-11-10
SR00001502,EXC00004774,BILL00052403,ACCT004367,CUST004367,2024-11,Residential,PLACER,Account Status Review,Medium,In Progress,2024-12-03,
SR00001503,EXC00001927,BILL00022823,ACCT001902,CUST001902,2024-11,Residential,SANTA CLARA,Account Status Review,High,Closed,2024-12-03,2024-12-21
SR00001504,EXC00004141,BILL00045631,ACCT003803,CUST003803,2024-07,Commercial,KERN,Account Status Review,Medium,In Progress,2024-08-03,
SR00001505,EXC00001425,BILL00017066,ACCT001423,CUST001423,2024-02,Residential,CONTRA COSTA,Account Status Review,High,Closed,2024-03-03,2024-03-27
SR00001506,EXC00001217,BILL00014995,ACCT001250,CUST001250,2024-07,Residential,SANTA CLARA,Meter Data Investigation,High,Open,2024-08-03,
SR00001507,EXC00004919,BILL00053727,ACCT004478,CUST004478,2024-03,Residential,MONTEREY,Account Status Review,Medium,Open,2024-04-03,
SR00001508,EXC00002485,BILL00027862,ACCT002322,CUST002322,2024-10,Residential,PLACER,Account Status Review,Low,Closed,2024-11-03,2024-11-20
SR00001509,EXC00000315,BILL00003953,ACCT000330,CUST000330,2024-05,Residential,KERN,Meter Data Investigation,Medium,Closed,2024-06-03,2024-06-27
SR00001510,EXC00005126,BILL00056114,ACCT004677,CUST004677,2024-02,Residential,NAPA,Missing Read Investigation,High,Closed,2024-03-03,2024-03-06
SR00001511,EXC00001428,BILL00017069,ACCT001423,CUST001423,2024-05,Residential,CONTRA COSTA,Account Status Review,Medium,Cancelled,2024-06-03,2024-06-08
SR00001512,EXC00001984,BILL00023403,ACCT001951,CUST001951,2024-03,Residential,MADERA,Account Status Review,Medium,In Progress,2024-04-03,
SR00001513,EXC00004837,BILL00053164,ACCT004431,CUST004431,2024-04,Residential,SAN JOAQUIN,Account Status Review,Medium,Closed,2024-05-03,2024-05-15
SR00001514,EXC00000114,BILL00001235,ACCT000103,CUST000103,2024-11,Residential,SAN FRANCISCO,Account Status Review,Low,Closed,2024-12-03,2024-12-17
SR00001515,EXC00000961,BILL00012149,ACCT001013,CUST001013,2024-05,Industrial,HUMBOLDT,Account Status Review,Low,Closed,2024-06-03,2024-06-28
SR00001516,EXC00003394,BILL00037417,ACCT003119,CUST003119,2024-01,Residential,SANTA CLARA,Account Status Review,Low,In Progress,2024-02-03,
SR00001517,EXC00003489,BILL00038280,ACCT003190,CUST003190,2024-12,Residential,SAN MATEO,Account Status Review,Critical,In Progress,2025-01-03,
SR00001518,EXC00001115,BILL00013881,ACCT001157,CUST001157,2024-09,Residential,SOLANO,Account Status Review,High,Cancelled,2024-10-03,2024-10-12
SR00001519,EXC00003879,BILL00043529,ACCT003628,CUST003628,2024-05,Commercial,MONTEREY,Missing Read Investigation,Medium,Closed,2024-06-03,2024-06-18
SR00001520,EXC00005403,BILL00059906,ACCT004993,CUST004993,2024-02,Residential,KERN,Missing Read Investigation,Low,Closed,2024-03-03,2024-03-28
SR00001521,EXC00002078,BILL00024119,ACCT002010,CUST002010,2024-11,Residential,SANTA CLARA,Account Status Review,Medium,In Progress,2024-12-03,
SR00001522,EXC00003733,BILL00041222,ACCT003436,CUST003436,2024-02,Residential,ALAMEDA,Account Status Review,High,Closed,2024-03-03,2024-03-04
SR00001523,EXC00001596,BILL00019256,ACCT001605,CUST001605,2024-08,Residential,PLACER,Missing Read Investigation,Medium,In Progress,2024-09-03,
SR00001524,EXC00003990,BILL00044408,ACCT003701,CUST003701,2024-08,Residential,MENDOCINO,Account Status Review,Low,Closed,2024-09-03,2024-09-05
SR00001525,EXC00005114,BILL00055914,ACCT004660,CUST004660,2024-06,Residential,SAN JOAQUIN,Account Status Review,Medium,Open,2024-07-03,
SR00001526,EXC00003089,BILL00035313,ACCT002943,CUST002943,2024-09,Residential,SONOMA,Meter Data Investigation,Low,In Progress,2024-10-03,
SR00001527,EXC00002233,BILL00025529,ACCT002128,CUST002128,2024-05,Residential,ALAMEDA,Account Status Review,High,Closed,2024-06-03,2024-06-09
SR00001528,EXC00002659,BILL00029368,ACCT002448,CUST002448,2024-04,Residential,ALAMEDA,Account Status Review,Low,Cancelled,2024-05-03,2024-05-15
SR00001529,EXC00003167,BILL00036002,ACCT003001,CUST003001,2024-02,Residential,FRESNO,Account Status Review,Low,Open,2024-03-03,
SR00001530,EXC00000327,BILL00004204,ACCT000351,CUST000351,2024-04,Residential,SOLANO,Meter Data Investigation,Medium,In Progress,2024-05-03,
SR00001531,EXC00000605,BILL00007628,ACCT000636,CUST000636,2024-08,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,2024-09-03,2024-09-25
SR00001532,EXC00004528,BILL00049957,ACCT004164,CUST004164,2024-01,Residential,SAN MATEO,Missing Read Investigation,Medium,Closed,2024-02-03,2024-02-19
SR00001533,EXC00003526,BILL00038858,ACCT003239,CUST003239,2024-02,Residential,COLUSA,Account Status Review,High,Closed,2024-03-03,2024-03-22
SR00001534,EXC00002132,BILL00024596,ACCT002050,CUST002050,2024-08,Residential,KERN,Missing Read Investigation,Medium,Closed,2024-09-03,2024-09-27
SR00001535,EXC00003861,BILL00043044,ACCT003587,CUST003587,2024-12,Residential,MONTEREY,Account Status Review,Low,Closed,2025-01-03,2025-01-05
SR00001536,EXC00005155,BILL00056410,ACCT004701,CUST004701,2024-10,Residential,MERCED,Account Status Review,Low,Closed,2024-11-03,2024-11-18
SR00001537,EXC00002993,BILL00034340,ACCT002862,CUST002862,2024-08,Residential,SANTA CLARA,Account Status Review,High,In Progress,2024-09-03,
SR00001538,EXC00005128,BILL00056183,ACCT004682,CUST004682,2024-11,Residential,CONTRA COSTA,Missing Read Investigation,Medium,In Progress,2024-12-03,
SR00001539,EXC00002035,BILL00023877,ACCT001990,CUST001990,2024-09,Residential,CONTRA COSTA,Account Status Review,Medium,Open,2024-10-03,
SR00001540,EXC00004863,BILL00053437,ACCT004454,CUST004454,2024-01,Commercial,SANTA CLARA,Account Status Review,Medium,In Progress,2024-02-03,
SR00001541,EXC00003335,BILL00036952,ACCT003080,CUST003080,2024-04,Industrial,KERN,Account Status Review,Low,Closed,2024-05-03,2024-05-24
SR00001542,EXC00002814,BILL00031063,ACCT002589,CUST002589,2024-07,Residential,PLACER,Account Status Review,Low,In Progress,2024-08-03,
SR00001543,EXC00003725,BILL00041089,ACCT003425,CUST003425,2024-01,Commercial,SANTA CLARA,Meter Data Investigation,High,Open,2024-02-03,
SR00001544,EXC00003882,BILL00043550,ACCT003630,CUST003630,2024-02,Residential,FRESNO,Account Status Review,Medium,Closed,2024-03-03,2024-03-17
SR00001545,EXC00001946,BILL00023006,ACCT001918,CUST001918,2024-02,Residential,CALAVERAS,Account Status Review,Critical,Closed,2024-03-03,2024-03-24
SR00001546,EXC00002887,BILL00033005,ACCT002751,CUST002751,2024-05,Residential,SANTA CLARA,Missing Read Investigation,Low,Open,2024-06-03,
SR00001547,EXC00002528,BILL00028573,ACCT002382,CUST002382,2024-01,Commercial,SANTA CLARA,Missing Read Investigation,Medium,Closed,2024-02-03,2024-02-13
SR00001548,EXC00000790,BILL00009651,ACCT000805,CUST000805,2024-03,Residential,MARIN,Account Status Review,Critical,Closed,2024-04-03,2024-04-15
SR00001549,EXC00002648,BILL00029228,ACCT002436,CUST002436,2024-08,Residential,SONOMA,Account Status Review,Medium,Closed,2024-09-03,2024-09-21
SR00001550,EXC00003471,BILL00038262,ACCT003189,CUST003189,2024-06,Commercial,PLACER,Account Status Review,High,Closed,2024-07-03,2024-07-13
SR00001551,EXC00002064,BILL00023947,ACCT001996,CUST001996,2024-07,Residential,SAN FRANCISCO,Meter Data Investigation,Low,Open,2024-08-03,
SR00001552,EXC00000872,BILL00010517,ACCT000877,CUST000877,2024-05,Residential,MONTEREY,Missing Read Investigation,High,In Progress,2024-06-03,
SR00001553,EXC00000170,BILL00002546,ACCT000213,CUST000213,2024-02,Residential,ALAMEDA,Missing Read Investigation,Critical,Open,2024-03-03,
SR00001554,EXC00003312,BILL00036768,ACCT003064,CUST003064,2024-12,Residential,SANTA CLARA,Account Status Review,Medium,Open,2025-01-03,
SR00001555,EXC00004425,BILL00048799,ACCT004067,CUST004067,2024-07,Residential,ALAMEDA,Account Status Review,Critical,Cancelled,2024-08-03,2024-08-07
SR00001556,EXC00001757,BILL00020926,ACCT001744,CUST001744,2024-10,Residential,BUTTE,Account Status Review,Medium,Open,2024-11-03,
SR00001557,EXC00005054,BILL00055099,ACCT004592,CUST004592,2024-07,Residential,SANTA CLARA,Account Status Review,Medium,Cancelled,2024-08-03,2024-09-01
SR00001558,EXC00000074,BILL00000952,ACCT000080,CUST000080,2024-04,Residential,KERN,Account Status Review,High,Open,2024-05-03,
SR00001559,EXC00000421,BILL00005390,ACCT000450,CUST000450,2024-02,Residential,SANTA CLARA,Account Status Review,Low,In Progress,2024-03-03,
SR00001560,EXC00001893,BILL00022316,ACCT001860,CUST001860,2024-08,Residential,SANTA BARBARA,Missing Read Investigation,Medium,Closed,2024-09-03,2024-10-02
SR00001561,EXC00002878,BILL00032660,ACCT002722,CUST002722,2024-08,Residential,MENDOCINO,Missing Read Investigation,Medium,Closed,2024-09-03,2024-09-20
SR00001562,EXC00004605,BILL00050997,ACCT004250,CUST004250,2024-09,Agriculture And Water Pumping,ALAMEDA,Account Status Review,High,Closed,2024-10-03,2024-10-09
SR00001563,EXC00000093,BILL00001202,ACCT000101,CUST000101,2024-02,Residential,KERN,Account Status Review,High,Closed,2024-03-03,2024-03-29
SR00001564,EXC00004941,BILL00054219,ACCT004519,CUST004519,2024-03,Residential,PLACER,Account Status Review,Medium,Closed,2024-04-03,2024-04-08
SR00001565,EXC00004273,BILL00047401,ACCT003951,CUST003951,2024-01,Residential,ALAMEDA,Account Status Review,Medium,Closed,2024-02-03,2024-02-28
SR00001566,EXC00002620,BILL00029047,ACCT002421,CUST002421,2024-07,Residential,SANTA CLARA,Account Status Review,Low,Open,2024-08-03,
SR00001567,EXC00005097,BILL00055569,ACCT004631,CUST004631,2024-09,Residential,SANTA CLARA,Missing Read Investigation,Critical,Open,2024-10-03,
SR00001568,EXC00002188,BILL00025176,ACCT002098,CUST002098,2024-12,Residential,CONTRA COSTA,Meter Data Investigation,Low,Open,2025-01-03,
SR00001569,EXC00003280,BILL00036585,ACCT003049,CUST003049,2024-09,Residential,MONTEREY,Account Status Review,Medium,Closed,2024-10-03,2024-10-22
SR00001570,EXC00000495,BILL00006555,ACCT000547,CUST000547,2024-03,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-04-03,2024-04-09
SR00001571,EXC00001376,BILL00016348,ACCT001363,CUST001363,2024-04,Residential,ALAMEDA,Meter Data Investigation,Medium,Open,2024-05-03,
SR00001572,EXC00003659,BILL00040291,ACCT003358,CUST003358,2024-07,Residential,PLACER,Account Status Review,Medium,Open,2024-08-03,
SR00001573,EXC00002553,BILL00028702,ACCT002392,CUST002392,2024-10,Residential,CONTRA COSTA,Account Status Review,Low,Closed,2024-11-03,2024-11-22
SR00001574,EXC00002390,BILL00027131,ACCT002261,CUST002261,2024-11,Residential,ALAMEDA,Account Status Review,Medium,Open,2024-12-03,
SR00001575,EXC00001165,BILL00014223,ACCT001186,CUST001186,2024-03,Industrial,SAN JOAQUIN,Account Status Review,Critical,Closed,2024-04-03,2024-04-11
SR00001576,EXC00001648,BILL00019877,ACCT001657,CUST001657,2024-05,Residential,ALAMEDA,Account Status Review,Medium,Open,2024-06-03,
SR00001577,EXC00001271,BILL00015566,ACCT001298,CUST001298,2024-02,Residential,SANTA CLARA,Meter Data Investigation,Medium,Closed,2024-03-03,2024-03-07
SR00001578,EXC00003607,BILL00039555,ACCT003297,CUST003297,2024-03,Residential,EL DORADO,Account Status Review,Low,Closed,2024-04-03,2024-04-05
SR00001579,EXC00002225,BILL00025485,ACCT002124,CUST002124,2024-09,Residential,MONTEREY,Account Status Review,Low,Cancelled,2024-10-03,2024-10-16
SR00001580,EXC00002645,BILL00029225,ACCT002436,CUST002436,2024-05,Residential,SONOMA,Account Status Review,Low,Closed,2024-06-03,2024-06-18
SR00001581,EXC00004088,BILL00045161,ACCT003764,CUST003764,2024-05,Residential,SONOMA,Account Status Review,High,Open,2024-06-03,
SR00001582,EXC00000619,BILL00007725,ACCT000644,CUST000644,2024-09,Residential,SAN MATEO,Account Status Review,Medium,Closed,2024-10-03,2024-10-12
