meter_id,account_id,meter_type,install_date,meter_status
MTR002260,ACCT002260,Smart Meter,2016-01-16,Active
MTR002261,ACCT002261,Legacy Meter,2019-09-10,Inactive
MTR002262,ACCT002262,Smart Meter,2024-09-03,Active
MTR002263,ACCT002263,Smart Meter,2017-06-09,Active
MTR002264,ACCT002264,Smart Meter,2024-09-26,Active
MTR002265,ACCT002265,Smart Meter,2016-09-24,Active
MTR002266,ACCT002266,Smart Meter,2015-05-12,Active
MTR002267,ACCT002267,Smart Meter,2018-05-09,Active
MTR002268,ACCT002268,Legacy Meter,2016-08-21,Active
MTR002269,ACCT002269,Smart Meter,2019-06-28,Active
MTR002270,ACCT002270,Smart Meter,2017-04-13,Active
MTR002271,ACCT002271,Smart Meter,2020-06-03,Active
MTR002272,ACCT002272,Smart Meter,2018-12-20,Active
MTR002273,ACCT002273,Smart Meter,2017-10-20,Active
MTR002274,ACCT002274,Smart Meter,2017-01-14,Active
MTR002275,ACCT002275,Smart Meter,2015-07-31,Active
MTR002276,ACCT002276,Smart Meter,2022-08-27,Active
MTR002277,ACCT002277,Smart Meter,2014-02-23,Active
MTR002278,ACCT002278,Smart Meter,2024-02-19,Active
MTR002279,ACCT002279,Smart Meter,2023-05-26,Active
MTR002280,ACCT002280,Smart Meter,2023-09-18,Active
MTR002281,ACCT002281,Smart Meter,2014-08-17,Active
MTR002282,ACCT002282,Smart Meter,2016-02-18,Inactive
MTR002283,ACCT002283,Smart Meter,2024-09-07,Active
MTR002284,ACCT002284,Smart Meter,2018-04-07,Active
MTR002285,ACCT002285,Legacy Meter,2024-06-27,Active
MTR002286,ACCT002286,Smart Meter,2016-09-11,Active
MTR002287,ACCT002287,Smart Meter,2015-01-08,Active
MTR002288,ACCT002288,Smart Meter,2015-04-14,Active
MTR002289,ACCT002289,Smart Meter,2020-10-03,Active
MTR002290,ACCT002290,Smart Meter,2019-01-24,Active
MTR002291,ACCT002291,Smart Meter,2015-06-16,Active
MTR002292,ACCT002292,Smart Meter,2017-11-24,Active
MTR002293,ACCT002293,Smart Meter,2022-04-24,Inactive
MTR002294,ACCT002294,Legacy Meter,2017-04-22,Active
MTR002295,ACCT002295,Legacy Meter,2024-10-07,Active
MTR002296,ACCT002296,Smart Meter,2015-07-16,Active
MTR002297,ACCT002297,Smart Meter,2014-03-31,Active
MTR002298,ACCT002298,Smart Meter,2018-06-28,Active
MTR002299,ACCT002299,Smart Meter,2024-05-05,Active
MTR002300,ACCT002300,Smart Meter,2017-11-07,Active
MTR002301,ACCT002301,Legacy Meter,2015-01-04,Inactive
MTR002302,ACCT002302,Smart Meter,2022-08-12,Active
MTR002303,ACCT002303,Smart Meter,2017-07-16,Active
MTR002304,ACCT002304,Smart Meter,2014-01-15,Active
MTR002305,ACCT002305,Smart Meter,2023-04-24,Active
MTR002306,ACCT002306,Smart Meter,2024-08-02,Active
MTR002307,ACCT002307,Smart Meter,2023-06-26,Active
MTR002308,ACCT002308,Smart Meter,2024-05-09,Inactive
MTR002309,ACCT002309,Smart Meter,2023-08-07,Active
MTR002310,ACCT002310,Smart Meter,2020-07-19,Active
MTR002311,ACCT002311,Smart Meter,2017-05-03,Active
MTR002312,ACCT002312,Smart Meter,2019-04-30,Active
MTR002313,ACCT002313,Legacy Meter,2016-11-25,Active
MTR002314,ACCT002314,Smart Meter,2016-07-05,Active
MTR002315,ACCT002315,Smart Meter,2020-03-02,Active
MTR002316,ACCT002316,Smart Meter,2024-08-27,Active
MTR002317,ACCT002317,Legacy Meter,2018-08-02,Active
MTR002318,ACCT002318,Smart Meter,2016-02-15,Active
MTR002319,ACCT002319,Smart Meter,2016-12-16,Active
MTR002320,ACCT002320,Smart Meter,2017-02-07,Inactive
MTR002321,ACCT002321,Smart Meter,2015-11-17,Active
MTR002322,ACCT002322,Legacy Meter,2023-10-08,Inactive
MTR002323,ACCT002323,Smart Meter,2021-07-28,Active
MTR002324,ACCT002324,Smart Meter,2014-08-13,Active
MTR002325,ACCT002325,Smart Meter,2023-06-20,Active
MTR002326,ACCT002326,Smart Meter,2014-03-05,Active
MTR002327,ACCT002327,Smart Meter,2018-11-23,Active
MTR002328,ACCT002328,Smart Meter,2022-03-15,Active
MTR002329,ACCT002329,Smart Meter,2016-08-18,Active
MTR002330,ACCT002330,Smart Meter,2024-07-17,Active
MTR002331,ACCT002331,Smart Meter,2024-11-17,Active
MTR002332,ACCT002332,Legacy Meter,2017-10-07,Inactive
MTR002333,ACCT002333,Legacy Meter,2023-09-05,Active
MTR002334,ACCT002334,Smart Meter,2024-09-20,Inactive
MTR002335,ACCT002335,Smart Meter,2020-06-25,Active
MTR002336,ACCT002336,Smart Meter,2014-12-23,Active
MTR002337,ACCT002337,Smart Meter,2014-04-03,Active
MTR002338,ACCT002338,Smart Meter,2021-07-05,Active
MTR002339,ACCT002339,Smart Meter,2017-08-16,Active
MTR002340,ACCT002340,Legacy Meter,2024-05-25,Active
MTR002341,ACCT002341,Legacy Meter,2018-02-26,Active
MTR002342,ACCT002342,Smart Meter,2018-08-05,Active
MTR002343,ACCT002343,Smart Meter,2024-01-15,Active
MTR002344,ACCT002344,Legacy Meter,2017-11-13,Active
MTR002345,ACCT002345,Smart Meter,2018-06-23,Active
MTR002346,ACCT002346,Smart Meter,2024-07-31,Active
MTR002347,ACCT002347,Smart Meter,2020-10-17,Active
MTR002348,ACCT002348,Smart Meter,2017-01-30,Active
MTR002349,ACCT002349,Smart Meter,2016-04-20,Active
MTR002350,ACCT002350,Smart Meter,2017-11-02,Active
MTR002351,ACCT002351,Smart Meter,2018-05-26,Active
MTR002352,ACCT002352,Smart Meter,2024-10-31,Active
MTR002353,ACCT002353,Smart Meter,2023-05-03,Active
MTR002354,ACCT002354,Smart Meter,2022-05-30,Active
MTR002355,ACCT002355,Smart Meter,2016-06-16,Active
MTR002356,ACCT002356,Legacy Meter,2022-01-10,Active
MTR002357,ACCT002357,Smart Meter,2021-09-26,Active
MTR002358,ACCT002358,Smart Meter,2015-05-07,Active
MTR002359,ACCT002359,Legacy Meter,2024-03-02,Active
MTR002360,ACCT002360,Smart Meter,2022-07-29,Active
MTR002361,ACCT002361,Smart Meter,2021-10-31,Active
MTR002362,ACCT002362,Smart Meter,2018-03-13,Active
MTR002363,ACCT002363,Smart Meter,2020-09-05,Active
MTR002364,ACCT002364,Smart Meter,2019-06-01,Active
MTR002365,ACCT002365,Smart Meter,2022-09-26,Active
MTR002366,ACCT002366,Smart Meter,2018-12-04,Active
MTR002367,ACCT002367,Smart Meter,2018-02-03,Active
MTR002368,ACCT002368,Smart Meter,2017-09-13,Active
MTR002369,ACCT002369,Smart Meter,2019-08-31,Active
MTR002370,ACCT002370,Smart Meter,2017-01-25,Active
MTR002371,ACCT002371,Smart Meter,2019-01-13,Active
MTR002372,ACCT002372,Smart Meter,2021-01-04,Active
MTR002373,ACCT002373,Smart Meter,2022-02-03,Active
MTR002374,ACCT002374,Smart Meter,2021-07-25,Active
MTR002375,ACCT002375,Smart Meter,2022-03-11,Active
MTR002376,ACCT002376,Legacy Meter,2018-07-22,Active
MTR002377,ACCT002377,Smart Meter,2020-07-25,Active
MTR002378,ACCT002378,Smart Meter,2022-10-09,Active
MTR002379,ACCT002379,Smart Meter,2015-06-30,Active
MTR002380,ACCT002380,Smart Meter,2015-08-22,Active
MTR002381,ACCT002381,Smart Meter,2019-09-11,Active
MTR002382,ACCT002382,Smart Meter,2019-08-07,Active
MTR002383,ACCT002383,Smart Meter,2014-09-16,Active
MTR002384,ACCT002384,Smart Meter,2015-04-21,Active
MTR002385,ACCT002385,Smart Meter,2024-09-12,Active
MTR002386,ACCT002386,Smart Meter,2021-11-12,Active
MTR002387,ACCT002387,Smart Meter,2019-03-21,Active
MTR002388,ACCT002388,Smart Meter,2022-04-08,Active
MTR002389,ACCT002389,Smart Meter,2016-07-08,Removed
MTR002390,ACCT002390,Smart Meter,2019-09-12,Active
MTR002391,ACCT002391,Smart Meter,2022-01-25,Active
MTR002392,ACCT002392,Smart Meter,2015-01-23,Inactive
MTR002393,ACCT002393,Smart Meter,2024-08-05,Active
MTR002394,ACCT002394,Smart Meter,2019-02-05,Active
MTR002395,ACCT002395,Smart Meter,2023-12-12,Active
MTR002396,ACCT002396,Smart Meter,2016-03-08,Active
MTR002397,ACCT002397,Smart Meter,2020-11-08,Active
MTR002398,ACCT002398,Smart Meter,2018-06-06,Active
MTR002399,ACCT002399,Smart Meter,2022-10-21,Active
MTR002400,ACCT002400,Smart Meter,2019-04-10,Active
MTR002401,ACCT002401,Smart Meter,2018-12-21,Active
MTR002402,ACCT002402,Legacy Meter,2024-10-29,Active
MTR002403,ACCT002403,Smart Meter,2018-06-16,Active
MTR002404,ACCT002404,Smart Meter,2020-03-21,Active
MTR002405,ACCT002405,Smart Meter,2014-08-05,Inactive
MTR002406,ACCT002406,Smart Meter,2020-01-13,Active
MTR002407,ACCT002407,Smart Meter,2016-02-28,Active
MTR002408,ACCT002408,Smart Meter,2018-03-24,Active
MTR002409,ACCT002409,Smart Meter,2019-09-15,Inactive
MTR002410,ACCT002410,Smart Meter,2021-05-07,Inactive
MTR002411,ACCT002411,Smart Meter,2019-08-19,Active
MTR002412,ACCT002412,Smart Meter,2016-11-29,Active
MTR002413,ACCT002413,Smart Meter,2023-09-11,Active
MTR002414,ACCT002414,Smart Meter,2020-02-05,Inactive
MTR002415,ACCT002415,Smart Meter,2018-07-23,Active
MTR002416,ACCT002416,Smart Meter,2022-03-26,Active
MTR002417,ACCT002417,Smart Meter,2020-12-23,Active
MTR002418,ACCT002418,Smart Meter,2015-01-08,Active
MTR002419,ACCT002419,Smart Meter,2022-08-06,Active
MTR002420,ACCT002420,Smart Meter,2016-08-27,Active
MTR002421,ACCT002421,Smart Meter,2018-08-17,Inactive
MTR002422,ACCT002422,Smart Meter,2017-12-18,Active
MTR002423,ACCT002423,Smart Meter,2015-05-30,Active
MTR002424,ACCT002424,Smart Meter,2014-12-30,Active
MTR002425,ACCT002425,Smart Meter,2019-03-29,Active
MTR002426,ACCT002426,Smart Meter,2021-09-25,Active
MTR002427,ACCT002427,Smart Meter,2019-05-06,Active
MTR002428,ACCT002428,Smart Meter,2018-01-14,Active
MTR002429,ACCT002429,Smart Meter,2018-03-20,Active
MTR002430,ACCT002430,Smart Meter,2016-02-13,Active
MTR002431,ACCT002431,Smart Meter,2014-11-25,Inactive
MTR002432,ACCT002432,Smart Meter,2016-03-04,Active
MTR002433,ACCT002433,Smart Meter,2024-11-13,Active
MTR002434,ACCT002434,Smart Meter,2016-08-19,Active
MTR002435,ACCT002435,Smart Meter,2020-08-14,Active
MTR002436,ACCT002436,Smart Meter,2015-08-20,Inactive
MTR002437,ACCT002437,Smart Meter,2019-02-21,Active
MTR002438,ACCT002438,Smart Meter,2017-11-11,Active
MTR002439,ACCT002439,Smart Meter,2023-11-28,Active
MTR002440,ACCT002440,Smart Meter,2017-02-11,Active
MTR002441,ACCT002441,Smart Meter,2015-07-25,Active
MTR002442,ACCT002442,Legacy Meter,2016-11-27,Active
MTR002443,ACCT002443,Smart Meter,2018-04-18,Active
MTR002444,ACCT002444,Smart Meter,2015-01-12,Active
MTR002445,ACCT002445,Smart Meter,2023-07-03,Active
MTR002446,ACCT002446,Smart Meter,2022-12-19,Active
MTR002447,ACCT002447,Smart Meter,2022-12-18,Active
MTR002448,ACCT002448,Smart Meter,2019-11-18,Inactive
MTR002449,ACCT002449,Smart Meter,2023-07-02,Active
MTR002450,ACCT002450,Smart Meter,2023-08-23,Active
MTR002451,ACCT002451,Smart Meter,2019-01-11,Active
MTR002452,ACCT002452,Smart Meter,2021-11-03,Active
MTR002453,ACCT002453,Smart Meter,2019-05-18,Active
MTR002454,ACCT002454,Smart Meter,2019-12-06,Active
MTR002455,ACCT002455,Smart Meter,2020-10-04,Active
MTR002456,ACCT002456,Smart Meter,2017-06-20,Active
MTR002457,ACCT002457,Smart Meter,2015-06-25,Active
MTR002458,ACCT002458,Smart Meter,2017-06-04,Active
MTR002459,ACCT002459,Smart Meter,2023-10-13,Active
MTR002460,ACCT002460,Smart Meter,2019-02-19,Active
MTR002461,ACCT002461,Smart Meter,2017-05-21,Active
MTR002462,ACCT002462,Smart Meter,2022-02-25,Active
MTR002463,ACCT002463,Smart Meter,2021-07-09,Removed
MTR002464,ACCT002464,Smart Meter,2014-04-23,Active
MTR002465,ACCT002465,Smart Meter,2015-01-08,Active
MTR002466,ACCT002466,Legacy Meter,2020-06-04,Active
MTR002467,ACCT002467,Smart Meter,2018-08-24,Active
MTR002468,ACCT002468,Smart Meter,2016-11-08,Active
MTR002469,ACCT002469,Smart Meter,2016-02-15,Active
MTR002470,ACCT002470,Smart Meter,2015-11-02,Active
MTR002471,ACCT002471,Smart Meter,2014-01-11,Active
MTR002472,ACCT002472,Smart Meter,2014-01-08,Active
MTR002473,ACCT002473,Smart Meter,2022-10-30,Active
MTR002474,ACCT002474,Smart Meter,2024-02-14,Active
MTR002475,ACCT002475,Smart Meter,2024-03-20,Active
MTR002476,ACCT002476,Smart Meter,2018-04-23,Active
MTR002477,ACCT002477,Smart Meter,2022-10-12,Active
MTR002478,ACCT002478,Smart Meter,2017-10-28,Active
MTR002479,ACCT002479,Smart Meter,2015-04-06,Active
MTR002480,ACCT002480,Smart Meter,2024-12-20,Active
MTR002481,ACCT002481,Smart Meter,2023-01-20,Active
MTR002482,ACCT002482,Smart Meter,2020-04-21,Active
MTR002483,ACCT002483,Smart Meter,2021-03-18,Active
MTR002484,ACCT002484,Smart Meter,2017-09-13,Active
MTR002485,ACCT002485,Smart Meter,2014-12-28,Active
MTR002486,ACCT002486,Smart Meter,2017-10-29,Active
MTR002487,ACCT002487,Smart Meter,2022-05-09,Active
MTR002488,ACCT002488,Smart Meter,2016-02-27,Active
MTR002489,ACCT002489,Smart Meter,2014-07-28,Active
MTR002490,ACCT002490,Smart Meter,2014-09-24,Active
MTR002491,ACCT002491,Smart Meter,2015-10-18,Active
MTR002492,ACCT002492,Smart Meter,2016-09-23,Active
MTR002493,ACCT002493,Smart Meter,2015-07-08,Active
MTR002494,ACCT002494,Smart Meter,2021-08-15,Active
MTR002495,ACCT002495,Smart Meter,2024-10-04,Active
MTR002496,ACCT002496,Smart Meter,2018-03-10,Inactive
MTR002497,ACCT002497,Smart Meter,2018-05-07,Active
MTR002498,ACCT002498,Smart Meter,2015-02-25,Active
MTR002499,ACCT002499,Smart Meter,2020-06-13,Active
MTR002500,ACCT002500,Smart Meter,2019-12-25,Active
MTR002501,ACCT002501,Smart Meter,2017-12-13,Active
MTR002502,ACCT002502,Smart Meter,2020-02-21,Active
MTR002503,ACCT002503,Smart Meter,2017-01-23,Active
MTR002504,ACCT002504,Smart Meter,2018-02-22,Active
MTR002505,ACCT002505,Legacy Meter,2019-04-11,Active
MTR002506,ACCT002506,Smart Meter,2023-02-12,Inactive
MTR002507,ACCT002507,Smart Meter,2016-11-14,Active
MTR002508,ACCT002508,Smart Meter,2017-06-09,Inactive
MTR002509,ACCT002509,Smart Meter,2023-04-27,Active
MTR002510,ACCT002510,Legacy Meter,2021-04-07,Active
MTR002511,ACCT002511,Smart Meter,2022-05-20,Active
MTR002512,ACCT002512,Smart Meter,2021-12-19,Removed
MTR002513,ACCT002513,Smart Meter,2014-08-09,Active
MTR002514,ACCT002514,Smart Meter,2020-06-02,Active
MTR002515,ACCT002515,Smart Meter,2017-05-11,Active
MTR002516,ACCT002516,Smart Meter,2022-05-17,Active
MTR002517,ACCT002517,Smart Meter,2019-05-26,Active
MTR002518,ACCT002518,Smart Meter,2014-12-09,Inactive
MTR002519,ACCT002519,Smart Meter,2015-08-16,Active
MTR002520,ACCT002520,Smart Meter,2017-05-13,Active
MTR002521,ACCT002521,Smart Meter,2019-06-08,Active
MTR002522,ACCT002522,Smart Meter,2016-06-10,Active
MTR002523,ACCT002523,Smart Meter,2019-10-26,Active
MTR002524,ACCT002524,Smart Meter,2018-04-23,Active
MTR002525,ACCT002525,Smart Meter,2015-12-08,Active
MTR002526,ACCT002526,Smart Meter,2019-06-23,Active
MTR002527,ACCT002527,Smart Meter,2016-12-01,Active
MTR002528,ACCT002528,Smart Meter,2023-08-28,Active
MTR002529,ACCT002529,Smart Meter,2017-04-20,Active
MTR002530,ACCT002530,Smart Meter,2016-01-27,Active
MTR002531,ACCT002531,Smart Meter,2017-05-03,Active
MTR002532,ACCT002532,Smart Meter,2021-03-22,Active
MTR002533,ACCT002533,Smart Meter,2019-01-30,Active
MTR002534,ACCT002534,Smart Meter,2019-06-23,Active
MTR002535,ACCT002535,Smart Meter,2020-09-01,Active
MTR002536,ACCT002536,Smart Meter,2022-02-22,Active
MTR002537,ACCT002537,Smart Meter,2021-05-08,Active
MTR002538,ACCT002538,Smart Meter,2019-12-29,Active
MTR002539,ACCT002539,Smart Meter,2022-06-26,Active
MTR002540,ACCT002540,Smart Meter,2023-04-10,Active
MTR002541,ACCT002541,Smart Meter,2017-09-06,Active
MTR002542,ACCT002542,Smart Meter,2015-03-24,Active
MTR002543,ACCT002543,Smart Meter,2018-12-22,Inactive
MTR002544,ACCT002544,Smart Meter,2020-05-29,Active
MTR002545,ACCT002545,Legacy Meter,2018-11-13,Active
MTR002546,ACCT002546,Smart Meter,2023-01-21,Active
MTR002547,ACCT002547,Smart Meter,2021-07-25,Active
MTR002548,ACCT002548,Smart Meter,2020-11-09,Active
MTR002549,ACCT002549,Smart Meter,2022-01-18,Active
MTR002550,ACCT002550,Smart Meter,2016-04-18,Active
MTR002551,ACCT002551,Smart Meter,2021-05-25,Active
MTR002552,ACCT002552,Smart Meter,2018-06-18,Active
MTR002553,ACCT002553,Legacy Meter,2015-10-26,Active
MTR002554,ACCT002554,Smart Meter,2016-02-04,Active
MTR002555,ACCT002555,Smart Meter,2022-08-05,Active
MTR002556,ACCT002556,Smart Meter,2014-06-25,Active
MTR002557,ACCT002557,Smart Meter,2015-05-25,Active
MTR002558,ACCT002558,Smart Meter,2024-02-04,Active
MTR002559,ACCT002559,Smart Meter,2022-08-29,Active
MTR002560,ACCT002560,Smart Meter,2021-07-15,Active
MTR002561,ACCT002561,Smart Meter,2017-04-04,Active
MTR002562,ACCT002562,Smart Meter,2015-08-25,Active
MTR002563,ACCT002563,Smart Meter,2016-04-17,Active
MTR002564,ACCT002564,Smart Meter,2024-09-03,Active
MTR002565,ACCT002565,Legacy Meter,2016-09-28,Active
MTR002566,ACCT002566,Smart Meter,2024-07-18,Active
MTR002567,ACCT002567,Smart Meter,2023-08-11,Active
MTR002568,ACCT002568,Smart Meter,2019-09-30,Active
MTR002569,ACCT002569,Legacy Meter,2024-04-07,Active
MTR002570,ACCT002570,Smart Meter,2021-06-26,Active
MTR002571,ACCT002571,Smart Meter,2024-06-07,Inactive
MTR002572,ACCT002572,Smart Meter,2020-05-02,Active
MTR002573,ACCT002573,Smart Meter,2023-11-02,Active
MTR002574,ACCT002574,Smart Meter,2017-01-15,Active
MTR002575,ACCT002575,Smart Meter,2021-04-07,Active
MTR002576,ACCT002576,Smart Meter,2019-08-07,Active
MTR002577,ACCT002577,Smart Meter,2022-07-21,Active
MTR002578,ACCT002578,Smart Meter,2022-11-25,Active
MTR002579,ACCT002579,Smart Meter,2023-03-04,Active
MTR002580,ACCT002580,Smart Meter,2023-01-24,Active
MTR002581,ACCT002581,Smart Meter,2015-08-08,Active
MTR002582,ACCT002582,Smart Meter,2020-07-14,Active
MTR002583,ACCT002583,Smart Meter,2016-12-31,Active
MTR002584,ACCT002584,Legacy Meter,2015-01-09,Active
MTR002585,ACCT002585,Smart Meter,2015-08-03,Active
MTR002586,ACCT002586,Smart Meter,2015-06-01,Active
MTR002587,ACCT002587,Smart Meter,2024-09-27,Active
MTR002588,ACCT002588,Smart Meter,2017-06-15,Active
MTR002589,ACCT002589,Smart Meter,2023-09-08,Inactive
MTR002590,ACCT002590,Smart Meter,2014-05-01,Active
MTR002591,ACCT002591,Smart Meter,2017-12-07,Active
MTR002592,ACCT002592,Smart Meter,2018-10-13,Active
MTR002593,ACCT002593,Smart Meter,2024-07-12,Active
MTR002594,ACCT002594,Smart Meter,2021-11-24,Active
MTR002595,ACCT002595,Smart Meter,2021-03-02,Active
MTR002596,ACCT002596,Smart Meter,2014-02-12,Active
MTR002597,ACCT002597,Smart Meter,2018-03-08,Active
MTR002598,ACCT002598,Smart Meter,2022-12-13,Active
MTR002599,ACCT002599,Smart Meter,2019-08-05,Active
MTR002600,ACCT002600,Smart Meter,2019-10-21,Active
MTR002601,ACCT002601,Smart Meter,2019-11-09,Active
MTR002602,ACCT002602,Smart Meter,2023-11-30,Active
MTR002603,ACCT002603,Smart Meter,2015-05-06,Active
MTR002604,ACCT002604,Smart Meter,2019-01-24,Active
MTR002605,ACCT002605,Smart Meter,2016-01-19,Active
MTR002606,ACCT002606,Legacy Meter,2022-05-04,Active
MTR002607,ACCT002607,Smart Meter,2015-01-18,Active
MTR002608,ACCT002608,Smart Meter,2016-03-15,Active
MTR002609,ACCT002609,Smart Meter,2018-01-29,Active
MTR002610,ACCT002610,Smart Meter,2017-03-23,Active
MTR002611,ACCT002611,Smart Meter,2020-01-27,Active
MTR002612,ACCT002612,Smart Meter,2017-07-19,Active
MTR002613,ACCT002613,Smart Meter,2016-07-06,Active
MTR002614,ACCT002614,Smart Meter,2022-09-17,Active
MTR002615,ACCT002615,Smart Meter,2014-05-31,Active
MTR002616,ACCT002616,Smart Meter,2015-03-07,Active
MTR002617,ACCT002617,Smart Meter,2020-11-03,Active
MTR002618,ACCT002618,Smart Meter,2021-05-14,Active
MTR002619,ACCT002619,Smart Meter,2021-09-28,Active
MTR002620,ACCT002620,Smart Meter,2019-09-02,Active
MTR002621,ACCT002621,Smart Meter,2020-08-11,Active
MTR002622,ACCT002622,Smart Meter,2015-10-13,Active
MTR002623,ACCT002623,Smart Meter,2016-03-30,Inactive
MTR002624,ACCT002624,Smart Meter,2020-04-05,Active
MTR002625,ACCT002625,Legacy Meter,2020-10-17,Active
MTR002626,ACCT002626,Smart Meter,2021-07-14,Active
MTR002627,ACCT002627,Smart Meter,2022-10-04,Active
MTR002628,ACCT002628,Smart Meter,2016-07-30,Active
MTR002629,ACCT002629,Smart Meter,2015-06-25,Active
MTR002630,ACCT002630,Smart Meter,2021-05-04,Active
MTR002631,ACCT002631,Smart Meter,2020-02-24,Active
MTR002632,ACCT002632,Smart Meter,2018-09-06,Active
MTR002633,ACCT002633,Smart Meter,2024-03-16,Active
MTR002634,ACCT002634,Smart Meter,2020-12-04,Active
MTR002635,ACCT002635,Smart Meter,2017-04-17,Active
MTR002636,ACCT002636,Smart Meter,2016-05-18,Active
MTR002637,ACCT002637,Smart Meter,2021-01-14,Active
MTR002638,ACCT002638,Smart Meter,2015-10-13,Active
MTR002639,ACCT002639,Smart Meter,2022-03-26,Active
MTR002640,ACCT002640,Smart Meter,2015-03-13,Active
MTR002641,ACCT002641,Smart Meter,2018-11-24,Active
MTR002642,ACCT002642,Smart Meter,2021-12-14,Active
MTR002643,ACCT002643,Smart Meter,2014-11-10,Active
MTR002644,ACCT002644,Smart Meter,2014-01-19,Removed
MTR002645,ACCT002645,Smart Meter,2017-03-29,Active
MTR002646,ACCT002646,Smart Meter,2016-03-28,Active
MTR002647,ACCT002647,Smart Meter,2014-05-02,Active
MTR002648,ACCT002648,Smart Meter,2019-10-21,Active
MTR002649,ACCT002649,Smart Meter,2016-12-14,Active
MTR002650,ACCT002650,Smart Meter,2020-11-12,Active
MTR002651,ACCT002651,Smart Meter,2014-06-18,Active
MTR002652,ACCT002652,Smart Meter,2024-01-31,Active
MTR002653,ACCT002653,Smart Meter,2021-03-14,Active
MTR002654,ACCT002654,Smart Meter,2017-03-18,Active
MTR002655,ACCT002655,Smart Meter,2015-09-21,Active
MTR002656,ACCT002656,Smart Meter,2014-01-26,Active
MTR002657,ACCT002657,Smart Meter,2017-06-25,Active
MTR002658,ACCT002658,Smart Meter,2024-11-12,Active
MTR002659,ACCT002659,Smart Meter,2021-07-31,Active
MTR002660,ACCT002660,Smart Meter,2023-01-12,Active
MTR002661,ACCT002661,Smart Meter,2019-05-01,Active
MTR002662,ACCT002662,Smart Meter,2024-12-31,Active
MTR002663,ACCT002663,Smart Meter,2024-02-15,Active
MTR002664,ACCT002664,Smart Meter,2018-09-26,Active
MTR002665,ACCT002665,Smart Meter,2023-09-26,Active
MTR002666,ACCT002666,Smart Meter,2019-01-31,Active
MTR002667,ACCT002667,Smart Meter,2016-10-30,Active
MTR002668,ACCT002668,Smart Meter,2017-01-23,Active
MTR002669,ACCT002669,Smart Meter,2019-12-09,Active
MTR002670,ACCT002670,Smart Meter,2014-05-06,Active
MTR002671,ACCT002671,Smart Meter,2021-02-09,Active
MTR002672,ACCT002672,Smart Meter,2016-12-28,Active
MTR002673,ACCT002673,Smart Meter,2020-06-02,Active
MTR002674,ACCT002674,Smart Meter,2015-11-17,Active
MTR002675,ACCT002675,Legacy Meter,2023-10-13,Active
MTR002676,ACCT002676,Smart Meter,2016-08-30,Active
MTR002677,ACCT002677,Smart Meter,2022-07-14,Active
MTR002678,ACCT002678,Smart Meter,2015-09-27,Active
MTR002679,ACCT002679,Smart Meter,2020-08-26,Active
MTR002680,ACCT002680,Smart Meter,2019-07-01,Active
MTR002681,ACCT002681,Smart Meter,2016-11-16,Active
MTR002682,ACCT002682,Smart Meter,2015-12-06,Active
MTR002683,ACCT002683,Smart Meter,2020-12-19,Active
MTR002684,ACCT002684,Smart Meter,2021-12-09,Active
MTR002685,ACCT002685,Smart Meter,2022-10-13,Active
MTR002686,ACCT002686,Smart Meter,2015-12-08,Active
MTR002687,ACCT002687,Smart Meter,2022-07-18,Active
MTR002688,ACCT002688,Smart Meter,2018-06-20,Active
MTR002689,ACCT002689,Smart Meter,2023-10-19,Active
MTR002690,ACCT002690,Smart Meter,2019-07-21,Active
MTR002691,ACCT002691,Smart Meter,2019-12-09,Active
MTR002692,ACCT002692,Smart Meter,2024-06-29,Active
MTR002693,ACCT002693,Legacy Meter,2019-07-02,Active
MTR002694,ACCT002694,Smart Meter,2023-01-02,Active
MTR002695,ACCT002695,Smart Meter,2015-09-18,Active
MTR002696,ACCT002696,Smart Meter,2015-06-10,Active
MTR002697,ACCT002697,Smart Meter,2018-05-17,Active
MTR002698,ACCT002698,Smart Meter,2016-12-02,Active
MTR002699,ACCT002699,Smart Meter,2019-05-01,Active
MTR002700,ACCT002700,Smart Meter,2021-08-31,Active
MTR002701,ACCT002701,Smart Meter,2014-04-06,Active
MTR002702,ACCT002702,Smart Meter,2019-09-06,Active
MTR002703,ACCT002703,Smart Meter,2016-04-15,Active
MTR002704,ACCT002704,Legacy Meter,2019-04-03,Active
MTR002705,ACCT002705,Smart Meter,2017-06-19,Active
MTR002706,ACCT002706,Smart Meter,2020-12-09,Active
MTR002707,ACCT002707,Legacy Meter,2019-06-18,Active
MTR002708,ACCT002708,Smart Meter,2014-08-28,Active
MTR002709,ACCT002709,Smart Meter,2017-08-20,Active
MTR002710,ACCT002710,Smart Meter,2019-10-16,Active
MTR002711,ACCT002711,Smart Meter,2023-03-07,Active
MTR002712,ACCT002712,Smart Meter,2022-12-08,Active
MTR002713,ACCT002713,Smart Meter,2017-02-16,Active
MTR002714,ACCT002714,Smart Meter,2022-10-29,Active
MTR002715,ACCT002715,Smart Meter,2024-07-15,Active
MTR002716,ACCT002716,Smart Meter,2017-11-16,Active
MTR002717,ACCT002717,Smart Meter,2020-03-28,Active
MTR002718,ACCT002718,Smart Meter,2020-07-26,Active
MTR002719,ACCT002719,Smart Meter,2016-01-31,Active
MTR002720,ACCT002720,Smart Meter,2023-12-22,Active
MTR002721,ACCT002721,Smart Meter,2018-04-02,Active
