account_id,customer_id,premise_id,service_type,customer_segment,county,account_status,rate_plan_id
ACCT002727,CUST002727,PREM002727,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002728,CUST002728,PREM002728,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002729,CUST002729,PREM002729,Electric,Residential,TUOLUMNE,Active,R-RES-TOU
ACCT002730,CUST002730,PREM002730,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002731,CUST002731,PREM002731,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT002732,CUST002732,PREM002732,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002733,CUST002733,PREM002733,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002734,CUST002734,PREM002734,Electric,Agriculture And Water Pumping,SAN JOAQUIN,Active,R-AGR-PUMP
ACCT002735,CUST002735,PREM002735,Electric,Industrial,SANTA CLARA,Active,R-IND-GEN
ACCT002736,CUST002736,PREM002736,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT002737,CUST002737,PREM002737,Electric,Mining,YOLO,Active,R-MIN-GEN
ACCT002738,CUST002738,PREM002738,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002739,CUST002739,PREM002739,Electric,Agriculture And Water Pumping,FRESNO,Active,R-AGR-PUMP
ACCT002740,CUST002740,PREM002740,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002741,CUST002741,PREM002741,Electric,Residential,SAN LUIS OBISPO,Active,R-RES-TOU
ACCT002742,CUST002742,PREM002742,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002743,CUST002743,PREM002743,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT002744,CUST002744,PREM002744,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002745,CUST002745,PREM002745,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002746,CUST002746,PREM002746,Electric,Residential,SAN LUIS OBISPO,Active,R-RES-TOU
ACCT002747,CUST002747,PREM002747,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002748,CUST002748,PREM002748,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT002749,CUST002749,PREM002749,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT002750,CUST002750,PREM002750,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002751,CUST002751,PREM002751,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002752,CUST002752,PREM002752,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002753,CUST002753,PREM002753,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002754,CUST002754,PREM002754,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002755,CUST002755,PREM002755,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT002756,CUST002756,PREM002756,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT002757,CUST002757,PREM002757,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002758,CUST002758,PREM002758,Electric,Commercial,MONTEREY,Active,R-COM-GEN
ACCT002759,CUST002759,PREM002759,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002760,CUST002760,PREM002760,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002761,CUST002761,PREM002761,Electric,Residential,EL DORADO,Active,R-RES-TOU
ACCT002762,CUST002762,PREM002762,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002763,CUST002763,PREM002763,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002764,CUST002764,PREM002764,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002765,CUST002765,PREM002765,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002766,CUST002766,PREM002766,Electric,Agriculture And Water Pumping,SANTA CRUZ,Active,R-AGR-PUMP
ACCT002767,CUST002767,PREM002767,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002768,CUST002768,PREM002768,Electric,Residential,MARIN,Active,R-RES-TOU
ACCT002769,CUST002769,PREM002769,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002770,CUST002770,PREM002770,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002771,CUST002771,PREM002771,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002772,CUST002772,PREM002772,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002773,CUST002773,PREM002773,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT002774,CUST002774,PREM002774,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002775,CUST002775,PREM002775,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT002776,CUST002776,PREM002776,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002777,CUST002777,PREM002777,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT002778,CUST002778,PREM002778,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT002779,CUST002779,PREM002779,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002780,CUST002780,PREM002780,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT002781,CUST002781,PREM002781,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002782,CUST002782,PREM002782,Electric,Commercial,CONTRA COSTA,Active,R-COM-GEN
ACCT002783,CUST002783,PREM002783,Electric,"Transportation, Communications, & Utilities",MONTEREY,Active,R-TCU-GEN
ACCT002784,CUST002784,PREM002784,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002785,CUST002785,PREM002785,Electric,Commercial,PLUMAS,Active,R-COM-GEN
ACCT002786,CUST002786,PREM002786,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002787,CUST002787,PREM002787,Electric,Agriculture And Water Pumping,SAN MATEO,Active,R-AGR-PUMP
ACCT002788,CUST002788,PREM002788,Electric,Residential,YOLO,Pending Close,R-RES-TOU
ACCT002789,CUST002789,PREM002789,Electric,Agriculture And Water Pumping,CONTRA COSTA,Active,R-AGR-PUMP
ACCT002790,CUST002790,PREM002790,Electric,Mining,SAN FRANCISCO,Active,R-MIN-GEN
ACCT002791,CUST002791,PREM002791,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002792,CUST002792,PREM002792,Electric,"Transportation, Communications, & Utilities",SANTA CLARA,Active,R-TCU-GEN
ACCT002793,CUST002793,PREM002793,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002794,CUST002794,PREM002794,Electric,Residential,SANTA BARBARA,Inactive,R-RES-TOU
ACCT002795,CUST002795,PREM002795,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT002796,CUST002796,PREM002796,Electric,Residential,CONTRA COSTA,Inactive,R-RES-TOU
ACCT002797,CUST002797,PREM002797,Electric,Residential,AMADOR,Active,R-RES-TOU
ACCT002798,CUST002798,PREM002798,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002799,CUST002799,PREM002799,Electric,"Transportation, Communications, & Utilities",ALAMEDA,Active,R-TCU-GEN
ACCT002800,CUST002800,PREM002800,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002801,CUST002801,PREM002801,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002802,CUST002802,PREM002802,Electric,Commercial,SANTA CLARA,Active,R-COM-GEN
ACCT002803,CUST002803,PREM002803,Electric,Industrial,SHASTA,Active,R-IND-GEN
ACCT002804,CUST002804,PREM002804,Electric,Agriculture And Water Pumping,ALAMEDA,Active,R-AGR-PUMP
ACCT002805,CUST002805,PREM002805,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002806,CUST002806,PREM002806,Electric,"Transportation, Communications, & Utilities",SANTA CLARA,Active,R-TCU-GEN
ACCT002807,CUST002807,PREM002807,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002808,CUST002808,PREM002808,Electric,Residential,BUTTE,Active,R-RES-TOU
ACCT002809,CUST002809,PREM002809,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002810,CUST002810,PREM002810,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002811,CUST002811,PREM002811,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002812,CUST002812,PREM002812,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002813,CUST002813,PREM002813,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002814,CUST002814,PREM002814,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002815,CUST002815,PREM002815,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002816,CUST002816,PREM002816,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT002817,CUST002817,PREM002817,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002818,CUST002818,PREM002818,Electric,Residential,SUTTER,Inactive,R-RES-TOU
ACCT002819,CUST002819,PREM002819,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002820,CUST002820,PREM002820,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002821,CUST002821,PREM002821,Electric,Industrial,SAN MATEO,Active,R-IND-GEN
ACCT002822,CUST002822,PREM002822,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002823,CUST002823,PREM002823,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002824,CUST002824,PREM002824,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT002825,CUST002825,PREM002825,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002826,CUST002826,PREM002826,Electric,Commercial,BUTTE,Active,R-COM-GEN
ACCT002827,CUST002827,PREM002827,Electric,Residential,SUTTER,Active,R-RES-TOU
ACCT002828,CUST002828,PREM002828,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT002829,CUST002829,PREM002829,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002830,CUST002830,PREM002830,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002831,CUST002831,PREM002831,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002832,CUST002832,PREM002832,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002833,CUST002833,PREM002833,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002834,CUST002834,PREM002834,Electric,Residential,MONTEREY,Active,R-RES-TOU
ACCT002835,CUST002835,PREM002835,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002836,CUST002836,PREM002836,Electric,Commercial,KERN,Active,R-COM-GEN
ACCT002837,CUST002837,PREM002837,Electric,Mining,SAN LUIS OBISPO,Active,R-MIN-GEN
ACCT002838,CUST002838,PREM002838,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002839,CUST002839,PREM002839,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002840,CUST002840,PREM002840,Electric,Residential,MONTEREY,Active,R-RES-TOU
ACCT002841,CUST002841,PREM002841,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002842,CUST002842,PREM002842,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002843,CUST002843,PREM002843,Electric,Commercial,CONTRA COSTA,Active,R-COM-GEN
ACCT002844,CUST002844,PREM002844,Electric,Agriculture And Water Pumping,KERN,Active,R-AGR-PUMP
ACCT002845,CUST002845,PREM002845,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT002846,CUST002846,PREM002846,Electric,Residential,EL DORADO,Active,R-RES-TOU
ACCT002847,CUST002847,PREM002847,Electric,Residential,SAN JOAQUIN,Inactive,R-RES-TOU
ACCT002848,CUST002848,PREM002848,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002849,CUST002849,PREM002849,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002850,CUST002850,PREM002850,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002851,CUST002851,PREM002851,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002852,CUST002852,PREM002852,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002853,CUST002853,PREM002853,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT002854,CUST002854,PREM002854,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT002855,CUST002855,PREM002855,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002856,CUST002856,PREM002856,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002857,CUST002857,PREM002857,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002858,CUST002858,PREM002858,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002859,CUST002859,PREM002859,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002860,CUST002860,PREM002860,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002861,CUST002861,PREM002861,Electric,Commercial,CONTRA COSTA,Active,R-COM-GEN
ACCT002862,CUST002862,PREM002862,Electric,Residential,SANTA CLARA,Inactive,R-RES-TOU
ACCT002863,CUST002863,PREM002863,Electric,Agriculture And Water Pumping,CONTRA COSTA,Active,R-AGR-PUMP
ACCT002864,CUST002864,PREM002864,Electric,Residential,SANTA CRUZ,Active,R-RES-TOU
ACCT002865,CUST002865,PREM002865,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002866,CUST002866,PREM002866,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT002867,CUST002867,PREM002867,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002868,CUST002868,PREM002868,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT002869,CUST002869,PREM002869,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT002870,CUST002870,PREM002870,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002871,CUST002871,PREM002871,Electric,Commercial,SAN JOAQUIN,Active,R-COM-GEN
ACCT002872,CUST002872,PREM002872,Electric,Industrial,CONTRA COSTA,Active,R-IND-GEN
ACCT002873,CUST002873,PREM002873,Electric,Commercial,SUTTER,Active,R-COM-GEN
ACCT002874,CUST002874,PREM002874,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002875,CUST002875,PREM002875,Electric,Residential,PLACER,Inactive,R-RES-TOU
ACCT002876,CUST002876,PREM002876,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002877,CUST002877,PREM002877,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT002878,CUST002878,PREM002878,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002879,CUST002879,PREM002879,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT002880,CUST002880,PREM002880,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002881,CUST002881,PREM002881,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002882,CUST002882,PREM002882,Electric,Commercial,KERN,Active,R-COM-GEN
ACCT002883,CUST002883,PREM002883,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002884,CUST002884,PREM002884,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002885,CUST002885,PREM002885,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002886,CUST002886,PREM002886,Electric,Industrial,SAN JOAQUIN,Active,R-IND-GEN
ACCT002887,CUST002887,PREM002887,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002888,CUST002888,PREM002888,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002889,CUST002889,PREM002889,Electric,Commercial,ALAMEDA,Inactive,R-COM-GEN
ACCT002890,CUST002890,PREM002890,Electric,Commercial,KERN,Active,R-COM-GEN
ACCT002891,CUST002891,PREM002891,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002892,CUST002892,PREM002892,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002893,CUST002893,PREM002893,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT002894,CUST002894,PREM002894,Electric,Residential,KERN,Inactive,R-RES-TOU
ACCT002895,CUST002895,PREM002895,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002896,CUST002896,PREM002896,Electric,Commercial,SAN JOAQUIN,Active,R-COM-GEN
ACCT002897,CUST002897,PREM002897,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002898,CUST002898,PREM002898,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002899,CUST002899,PREM002899,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002900,CUST002900,PREM002900,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002901,CUST002901,PREM002901,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002902,CUST002902,PREM002902,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002903,CUST002903,PREM002903,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002904,CUST002904,PREM002904,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT002905,CUST002905,PREM002905,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002906,CUST002906,PREM002906,Electric,Residential,SHASTA,Active,R-RES-TOU
ACCT002907,CUST002907,PREM002907,Electric,Agriculture And Water Pumping,SANTA CLARA,Active,R-AGR-PUMP
ACCT002908,CUST002908,PREM002908,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT002909,CUST002909,PREM002909,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002910,CUST002910,PREM002910,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002911,CUST002911,PREM002911,Electric,Residential,MONTEREY,Active,R-RES-TOU
ACCT002912,CUST002912,PREM002912,Electric,Residential,KERN,Inactive,R-RES-TOU
ACCT002913,CUST002913,PREM002913,Electric,Residential,PLACER,Pending Close,R-RES-TOU
ACCT002914,CUST002914,PREM002914,Electric,Agriculture And Water Pumping,CONTRA COSTA,Active,R-AGR-PUMP
ACCT002915,CUST002915,PREM002915,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002916,CUST002916,PREM002916,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002917,CUST002917,PREM002917,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002918,CUST002918,PREM002918,Electric,Commercial,SANTA CLARA,Active,R-COM-GEN
ACCT002919,CUST002919,PREM002919,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002920,CUST002920,PREM002920,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002921,CUST002921,PREM002921,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT002922,CUST002922,PREM002922,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002923,CUST002923,PREM002923,Electric,Commercial,SANTA CLARA,Active,R-COM-GEN
ACCT002924,CUST002924,PREM002924,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002925,CUST002925,PREM002925,Electric,Residential,SUTTER,Active,R-RES-TOU
ACCT002926,CUST002926,PREM002926,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT002927,CUST002927,PREM002927,Electric,Commercial,BUTTE,Active,R-COM-GEN
ACCT002928,CUST002928,PREM002928,Electric,"Transportation, Communications, & Utilities",MONTEREY,Active,R-TCU-GEN
ACCT002929,CUST002929,PREM002929,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT002930,CUST002930,PREM002930,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002931,CUST002931,PREM002931,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT002932,CUST002932,PREM002932,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT002933,CUST002933,PREM002933,Electric,Residential,SAN LUIS OBISPO,Active,R-RES-TOU
ACCT002934,CUST002934,PREM002934,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT002935,CUST002935,PREM002935,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002936,CUST002936,PREM002936,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002937,CUST002937,PREM002937,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002938,CUST002938,PREM002938,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT002939,CUST002939,PREM002939,Electric,Agriculture And Water Pumping,SAN MATEO,Active,R-AGR-PUMP
ACCT002940,CUST002940,PREM002940,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002941,CUST002941,PREM002941,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT002942,CUST002942,PREM002942,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT002943,CUST002943,PREM002943,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002944,CUST002944,PREM002944,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002945,CUST002945,PREM002945,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002946,CUST002946,PREM002946,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002947,CUST002947,PREM002947,Electric,Residential,SANTA CRUZ,Active,R-RES-TOU
ACCT002948,CUST002948,PREM002948,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT002949,CUST002949,PREM002949,Electric,Residential,TUOLUMNE,Active,R-RES-TOU
ACCT002950,CUST002950,PREM002950,Electric,Industrial,ALAMEDA,Active,R-IND-GEN
ACCT002951,CUST002951,PREM002951,Electric,Commercial,NAPA,Active,R-COM-GEN
ACCT002952,CUST002952,PREM002952,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002953,CUST002953,PREM002953,Electric,Residential,SAN LUIS OBISPO,Active,R-RES-TOU
ACCT002954,CUST002954,PREM002954,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002955,CUST002955,PREM002955,Electric,Commercial,SONOMA,Active,R-COM-GEN
ACCT002956,CUST002956,PREM002956,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT002957,CUST002957,PREM002957,Electric,Residential,FRESNO,Inactive,R-RES-TOU
ACCT002958,CUST002958,PREM002958,Electric,Commercial,SAN JOAQUIN,Active,R-COM-GEN
ACCT002959,CUST002959,PREM002959,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002960,CUST002960,PREM002960,Electric,Commercial,CONTRA COSTA,Pending Close,R-COM-GEN
ACCT002961,CUST002961,PREM002961,Electric,Residential,MONTEREY,Active,R-RES-TOU
ACCT002962,CUST002962,PREM002962,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002963,CUST002963,PREM002963,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002964,CUST002964,PREM002964,Electric,"Transportation, Communications, & Utilities",KERN,Active,R-TCU-GEN
ACCT002965,CUST002965,PREM002965,Electric,Commercial,SAN LUIS OBISPO,Active,R-COM-GEN
ACCT002966,CUST002966,PREM002966,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002967,CUST002967,PREM002967,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002968,CUST002968,PREM002968,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT002969,CUST002969,PREM002969,Electric,Industrial,KERN,Active,R-IND-GEN
ACCT002970,CUST002970,PREM002970,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002971,CUST002971,PREM002971,Electric,Residential,SHASTA,Active,R-RES-TOU
ACCT002972,CUST002972,PREM002972,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT002973,CUST002973,PREM002973,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002974,CUST002974,PREM002974,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT002975,CUST002975,PREM002975,Electric,Residential,PLACER,Pending Close,R-RES-TOU
ACCT002976,CUST002976,PREM002976,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002977,CUST002977,PREM002977,Electric,Commercial,YOLO,Active,R-COM-GEN
ACCT002978,CUST002978,PREM002978,Electric,Residential,MADERA,Active,R-RES-TOU
ACCT002979,CUST002979,PREM002979,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT002980,CUST002980,PREM002980,Electric,Agriculture And Water Pumping,FRESNO,Active,R-AGR-PUMP
ACCT002981,CUST002981,PREM002981,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002982,CUST002982,PREM002982,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002983,CUST002983,PREM002983,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002984,CUST002984,PREM002984,Electric,Commercial,SANTA CLARA,Active,R-COM-GEN
ACCT002985,CUST002985,PREM002985,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002986,CUST002986,PREM002986,Electric,Agriculture And Water Pumping,MERCED,Active,R-AGR-PUMP
ACCT002987,CUST002987,PREM002987,Electric,Residential,MERCED,Inactive,R-RES-TOU
ACCT002988,CUST002988,PREM002988,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002989,CUST002989,PREM002989,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT002990,CUST002990,PREM002990,Electric,Commercial,SAN JOAQUIN,Active,R-COM-GEN
ACCT002991,CUST002991,PREM002991,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT002992,CUST002992,PREM002992,Electric,Commercial,SANTA CLARA,Active,R-COM-GEN
ACCT002993,CUST002993,PREM002993,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002994,CUST002994,PREM002994,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT002995,CUST002995,PREM002995,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002996,CUST002996,PREM002996,Electric,Commercial,ALAMEDA,Inactive,R-COM-GEN
ACCT002997,CUST002997,PREM002997,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT002998,CUST002998,PREM002998,Electric,Residential,KERN,Active,R-RES-TOU
ACCT002999,CUST002999,PREM002999,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT003000,CUST003000,PREM003000,Electric,Commercial,SANTA CLARA,Active,R-COM-GEN
ACCT003001,CUST003001,PREM003001,Electric,Residential,FRESNO,Inactive,R-RES-TOU
ACCT003002,CUST003002,PREM003002,Electric,Commercial,FRESNO,Active,R-COM-GEN
ACCT003003,CUST003003,PREM003003,Electric,Residential,SANTA CLARA,Inactive,R-RES-TOU
ACCT003004,CUST003004,PREM003004,Electric,Residential,YOLO,Active,R-RES-TOU
ACCT003005,CUST003005,PREM003005,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT003006,CUST003006,PREM003006,Electric,Commercial,SAN MATEO,Active,R-COM-GEN
ACCT003007,CUST003007,PREM003007,Electric,Commercial,MADERA,Pending Close,R-COM-GEN
ACCT003008,CUST003008,PREM003008,Electric,Residential,ALAMEDA,Inactive,R-RES-TOU
ACCT003009,CUST003009,PREM003009,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT003010,CUST003010,PREM003010,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT003011,CUST003011,PREM003011,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT003012,CUST003012,PREM003012,Electric,Residential,KERN,Active,R-RES-TOU
ACCT003013,CUST003013,PREM003013,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT003014,CUST003014,PREM003014,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT003015,CUST003015,PREM003015,Electric,Residential,FRESNO,Inactive,R-RES-TOU
ACCT003016,CUST003016,PREM003016,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT003017,CUST003017,PREM003017,Electric,Residential,KERN,Active,R-RES-TOU
ACCT003018,CUST003018,PREM003018,Electric,Residential,EL DORADO,Active,R-RES-TOU
ACCT003019,CUST003019,PREM003019,Electric,Residential,KERN,Active,R-RES-TOU
